GeneID	GCWZC	GCWZG	GCWZH	GCWZN	GCWZO	GCWZP	GCWZS	GCWZT	GCWZU	GCWZW	GCWZX
gene_1236	0	0	0	161	144	55	47	56	47	25	133
gene_1237	0	0	0	40	28	7	4	15	7	2	23
gene_1238	0	0	0	26	15	6	9	8	11	6	14
gene_1239	0	0	0	30	20	10	7	9	9	3	18
gene_124	0	0	0	57	25	5	6	8	13	4	22
gene_1240	0	0	0	181	81	30	35	28	86	52	156
gene_1241	0	0	0	10	3	1	0	1	1	0	1
gene_1242	0	0	0	128	118	33	35	45	51	28	96
gene_1243	0	0	0	143	83	30	34	45	48	36	109
gene_1244	0	0	0	3	4	0	3	0	0	0	1
gene_1245	0	0	0	1	1	0	0	2	1	1	0
gene_1246	0	0	0	27	18	10	5	10	10	6	13
gene_1247	0	0	0	57	47	21	18	28	25	18	55
gene_1248	0	0	0	1	0	1	0	0	0	0	0
gene_1249	0	0	0	0	0	1	0	0	0	0	1
gene_125	0	0	0	37	17	13	6	5	14	5	23
gene_1250	0	0	0	6	1	2	5	0	0	2	4
gene_1251	0	0	0	23	16	4	6	2	10	10	5
gene_1252	0	0	0	57	46	21	10	22	23	10	44
gene_1253	0	0	0	1	0	0	0	0	0	0	0
gene_1254	0	0	0	34	31	13	5	15	18	12	33
gene_1255	0	0	0	16	17	9	12	9	5	4	16
gene_1256	0	0	0	31	24	12	15	10	15	3	19
gene_1257	0	0	0	42	30	24	20	15	22	10	53
gene_1258	0	0	0	91	51	21	12	24	22	8	40
gene_1259	0	0	0	0	0	0	1	2	4	9	11
gene_126	0	0	0	7	7	3	2	1	4	3	6
gene_1260	0	0	0	1	1	0	0	0	0	0	0
gene_1261	0	0	0	26	18	11	5	18	16	3	24
gene_1262	0	0	0	35	33	5	6	5	13	3	21
gene_1263	0	0	0	125	72	59	52	59	60	27	107
gene_1264	0	0	0	451	363	111	95	141	150	70	244
gene_1265	0	0	0	15	3	1	0	1	4	2	5
gene_1266	0	0	0	12	21	2	4	4	6	6	11
gene_1267	0	0	0	22	22	4	2	6	5	3	17
gene_1268	0	0	0	39	27	10	8	8	9	9	27
gene_1269	0	0	0	8	9	6	7	5	6	6	21
gene_127	0	0	0	0	0	0	0	0	0	0	0
gene_1270	0	0	0	16	11	7	4	3	3	1	26
gene_1271	0	0	0	1	0	0	0	0	4	0	5
gene_1272	0	0	0	48	35	38	26	21	62	26	59
gene_1273	0	0	0	25	37	17	8	15	26	10	41
gene_1274	0	0	0	6	4	22	22	18	32	19	31
gene_1275	0	0	0	69	47	26	7	35	29	14	66
gene_1276	0	0	0	33	27	8	5	8	19	12	25
gene_1277	0	0	0	12	20	10	5	9	13	8	21
gene_1278	0	0	0	7	4	4	1	5	2	3	4
gene_1279	0	0	0	28	10	14	5	12	10	4	23
gene_128	0	0	0	14	12	5	2	8	6	5	17
gene_1280	0	0	0	139	127	32	16	24	25	16	52
gene_1281	0	0	0	196	75	23	25	27	80	30	134
gene_1282	1	0	0	222	169	125	145	189	164	94	398
gene_1283	0	0	0	0	1	0	0	0	0	0	0
gene_1284	0	0	0	78	41	5	6	8	23	4	20
gene_1285	0	0	0	38	29	4	12	7	19	7	19
gene_1286	0	0	0	41	37	24	17	28	58	25	76
gene_1287	0	0	0	2	2	0	0	0	0	0	0
gene_1288	0	0	0	49	39	9	6	14	14	6	32
gene_1289	0	0	0	12	13	6	6	12	10	1	16
gene_129	0	0	0	21	10	6	2	5	2	2	17
gene_1290	0	0	0	34	29	4	5	5	8	3	15
gene_1291	0	0	0	21	23	11	10	6	8	9	35
gene_1292	0	0	0	65	89	19	11	18	8	4	36
gene_1293	0	0	0	0	0	1	0	0	0	0	1
gene_1294	0	0	0	0	0	0	0	0	0	0	0
gene_1295	0	0	0	459	314	82	91	123	120	54	299
gene_1296	0	0	0	118	94	57	26	44	51	34	110
gene_1297	0	0	0	13	9	6	3	4	2	3	9
gene_1298	0	0	0	45	30	9	2	10	17	7	30
gene_1299	0	0	0	195	115	56	37	46	70	36	119
gene_13	0	0	0	13	10	4	9	7	20	7	21
gene_130	0	0	0	46	29	13	5	13	21	7	40
gene_1300	0	0	0	19	10	2	7	8	6	1	6
gene_1301	0	0	0	4	4	1	1	2	2	1	1
gene_1302	0	0	0	0	0	0	0	0	0	0	0
gene_1303	0	0	0	0	0	0	0	0	0	0	0
gene_1304	0	0	0	115	98	45	24	45	54	35	85
gene_1305	0	0	0	5	8	3	2	5	4	0	3
gene_1306	0	0	0	15	9	23	9	8	24	11	26
gene_1307	0	0	0	19	23	10	4	4	8	3	15
gene_1308	0	0	0	2	1	0	0	1	0	0	2
gene_1309	0	0	0	0	0	0	0	0	0	0	0
gene_131	0	0	0	80	75	18	15	12	30	11	49
gene_1310	0	0	0	7	12	4	0	4	3	2	6
gene_1311	0	0	0	2	4	2	0	1	1	0	3
gene_1312	0	0	0	58	56	22	25	28	17	8	35
gene_1313	0	0	0	47	37	12	15	18	21	9	34
gene_1314	0	0	0	9	17	11	6	11	11	6	15
gene_1315	0	0	0	36	25	14	8	8	22	15	41
gene_1316	0	0	0	31	35	11	7	6	23	6	21
gene_1317	0	0	0	79	51	29	19	22	29	13	54
gene_1318	0	0	0	7	8	0	1	2	2	3	11
gene_1319	0	0	0	138	113	58	40	47	70	19	114
gene_132	0	0	0	4	5	1	1	2	7	2	11
gene_1320	0	0	0	11	6	1	2	2	0	0	1
gene_1321	0	0	0	0	0	0	0	1	0	0	0
gene_1322	0	0	0	108	63	38	45	36	71	47	130
gene_1323	0	0	0	247	176	71	69	100	102	56	189
gene_1324	0	0	0	23	20	4	5	8	12	3	11
gene_1325	0	0	0	108	90	23	17	26	23	18	65
gene_1326	0	0	0	93	46	25	20	40	31	10	55
gene_1327	0	0	0	32	31	12	11	17	21	7	25
gene_1328	0	0	0	4	10	1	0	4	8	2	3
gene_1329	0	0	0	15	8	8	8	11	10	9	12
gene_133	0	0	0	44	52	11	10	10	4	5	15
gene_1330	0	0	0	39	27	7	6	23	8	3	37
gene_1331	0	0	0	4	1	0	2	2	1	0	1
gene_1332	0	0	0	6	8	7	1	6	3	7	12
gene_1333	0	0	0	0	0	0	0	0	0	0	0
gene_1334	0	0	0	34	28	7	11	10	12	8	12
gene_1335	0	0	0	85	63	55	44	65	73	39	135
gene_1336	0	0	0	1	0	1	1	0	2	3	9
gene_1337	0	0	0	9	9	2	2	3	4	2	8
gene_1338	0	0	0	11	4	7	2	4	8	2	6
gene_1339	0	0	0	36	22	7	7	9	9	9	25
gene_134	0	0	0	23	17	6	2	11	12	6	18
gene_1340	0	0	0	46	23	26	14	21	28	10	48
gene_1341	0	0	0	23	13	3	0	10	10	6	9
gene_1342	0	0	0	7	9	1	2	7	2	4	7
gene_1343	0	0	0	6	5	10	10	7	18	7	25
gene_1344	0	0	0	11	10	1	2	4	1	0	5
gene_1345	0	0	0	5	2	5	2	1	1	1	8
gene_1346	0	0	0	16	7	6	0	6	8	2	10
gene_1347	0	0	0	6	2	1	1	2	1	2	0
gene_1348	0	0	0	52	44	11	10	15	35	10	51
gene_1349	0	0	0	31	9	7	8	12	8	7	13
gene_135	0	0	0	17	7	2	4	1	10	1	9
gene_1350	0	0	0	12	8	4	3	5	7	0	16
gene_1351	0	0	0	2	4	2	1	1	3	1	6
gene_1352	0	0	0	158	69	50	41	47	44	30	152
gene_1353	0	0	0	17	4	3	4	3	3	1	8
gene_1354	0	0	0	9	2	5	5	4	3	2	12
gene_1355	0	0	0	0	1	0	0	0	0	0	0
gene_1356	0	0	0	7	10	21	12	10	15	17	58
gene_1357	0	0	0	4	10	29	19	32	34	23	147
gene_1358	0	0	0	0	4	3	0	2	1	1	0
gene_1359	0	0	0	1	2	1	0	2	0	1	1
gene_136	0	0	0	48	27	14	12	12	19	7	20
gene_1360	0	0	0	78	31	23	23	18	16	7	39
gene_1361	0	0	0	48	36	15	5	10	11	4	17
gene_1362	0	0	0	37	22	7	7	7	5	3	7
gene_1363	0	0	0	27	23	10	13	15	23	14	41
gene_1364	0	0	0	2	0	0	0	0	0	0	1
gene_1365	0	0	0	0	0	1	0	0	0	0	0
gene_1366	0	0	0	14	12	0	2	1	6	2	17
gene_1367	0	0	0	148	96	96	53	59	107	66	138
gene_1368	0	0	0	183	189	66	55	78	110	50	152
gene_1369	0	0	0	35	41	12	5	6	6	2	16
gene_137	0	0	0	348	174	119	78	83	131	63	241
gene_1370	0	0	0	9	3	8	5	2	10	10	10
gene_1371	0	0	0	0	0	0	0	0	0	0	0
gene_1372	0	0	0	0	0	0	0	0	0	0	0
gene_1373	0	0	0	66	45	23	17	18	33	20	47
gene_1374	0	0	0	5	0	0	0	0	1	1	1
gene_1375	0	0	0	4	0	3	3	1	0	0	0
gene_1376	0	0	0	271	282	75	75	91	131	75	228
gene_1377	0	0	0	0	0	0	0	0	0	0	0
gene_1378	0	0	0	34	20	8	7	8	12	3	19
gene_1379	0	0	0	68	36	32	29	34	43	17	74
gene_138	0	0	0	143	92	57	46	71	29	35	101
gene_1380	0	0	0	320	237	62	51	75	92	57	176
gene_1381	0	0	0	23	19	4	8	18	10	8	20
gene_1382	0	0	0	80	118	20	19	20	27	17	70
gene_1383	0	0	0	4	2	4	2	1	6	5	8
gene_1384	0	0	0	26	25	4	2	7	12	2	69
gene_1385	0	0	0	692	547	184	129	254	208	143	608
gene_1386	0	0	0	9	3	2	2	3	3	1	3
gene_1387	0	0	0	7	0	7	2	6	3	1	5
gene_1388	0	0	0	128	92	52	33	61	93	35	176
gene_1389	0	0	0	40	17	12	10	15	14	6	31
gene_139	0	0	0	46	52	17	16	22	23	6	45
gene_1390	0	0	0	45	21	15	14	15	25	15	42
gene_1391	0	0	0	2	1	5	0	0	2	3	2
gene_1392	0	0	0	47	39	31	20	18	35	16	57
gene_1393	0	0	0	346	321	54	23	22	59	40	133
gene_1394	0	0	0	10	9	3	4	3	1	1	8
gene_1395	0	0	0	52	20	9	15	22	25	15	42
gene_1396	0	0	0	33	24	8	12	11	19	9	21
gene_1397	0	0	0	170	81	34	26	36	31	23	48
gene_1398	0	0	0	7	1	11	7	11	7	5	9
gene_1399	0	0	0	70	62	21	11	14	26	19	45
gene_14	0	0	0	15	6	0	0	2	3	2	7
gene_140	0	0	0	3	3	2	4	1	1	1	3
gene_1400	0	0	0	0	0	0	0	1	0	0	0
gene_1401	0	0	0	31	19	10	12	12	13	11	43
gene_1402	0	0	0	17	12	7	4	6	5	2	22
gene_1403	0	0	0	21	12	9	0	14	10	3	15
gene_1404	0	0	0	9	7	4	2	2	6	3	16
gene_1405	0	0	0	6	1	1	3	3	5	1	13
gene_1406	0	0	0	3	2	2	1	2	0	0	3
gene_1407	0	0	0	15	11	9	9	3	10	5	11
gene_1408	0	0	0	3	5	2	2	4	4	2	5
gene_1409	0	0	0	1	1	1	0	1	2	0	1
gene_141	0	0	0	0	0	0	0	0	0	0	0
gene_1410	0	0	0	8	8	10	10	6	13	10	17
gene_1411	0	0	0	24	17	2	4	12	8	1	26
gene_1412	0	0	0	12	3	9	5	8	12	9	14
gene_1413	0	0	0	2	2	0	0	2	0	1	0
gene_1414	0	0	0	3	2	5	5	6	1	0	12
gene_1415	0	0	0	69	63	7	8	20	10	6	34
gene_1416	0	0	0	38	37	6	11	12	9	9	27
gene_1417	0	0	0	5	4	1	4	3	3	1	3
gene_1418	0	0	0	2	1	0	0	0	1	0	0
gene_1419	0	0	0	88	46	17	13	34	36	18	46
gene_142	0	0	0	106	50	28	16	26	28	10	50
gene_1420	0	0	0	17	7	9	4	5	3	5	25
gene_1421	0	0	0	0	0	0	0	0	0	0	1
gene_1422	0	0	0	29	34	3	3	8	12	4	15
gene_1423	0	0	0	33	22	24	9	11	23	20	46
gene_1424	0	0	0	6	9	0	0	0	0	0	8
gene_1425	0	0	0	11	19	2	2	11	6	1	9
gene_1426	0	0	0	11	2	11	7	10	9	4	16
gene_1427	0	0	0	17	5	9	3	5	6	4	16
gene_1428	0	0	0	24	19	0	7	3	4	9	25
gene_1429	0	0	0	57	51	12	20	17	16	22	52
gene_143	0	0	0	25	15	11	5	7	11	5	17
gene_1430	0	0	0	47	36	11	16	16	23	10	31
gene_1431	0	0	0	33	29	21	8	18	12	6	20
gene_1432	0	0	0	3	1	0	0	0	0	0	0
gene_1433	0	0	0	31	12	12	14	16	18	9	25
gene_1434	0	0	0	27	23	10	9	9	12	11	31
gene_1435	0	0	0	232	135	32	29	48	54	30	101
gene_1436	0	0	0	70	76	33	27	36	52	20	78
gene_1437	0	0	0	79	54	24	25	12	31	14	59
gene_1438	0	0	0	2	7	0	3	4	2	0	2
gene_1439	0	0	0	29	23	10	8	13	12	7	17
gene_144	0	0	0	1	1	0	0	0	0	1	0
gene_1440	0	0	0	31	31	10	3	9	11	5	19
gene_1441	0	0	0	9	6	3	3	2	5	7	6
gene_1442	0	0	0	60	54	14	19	18	22	9	41
gene_1443	0	0	0	28	17	9	4	10	8	5	35
gene_1444	0	0	0	21	15	6	8	9	13	10	17
gene_1445	0	0	0	35	33	20	10	16	16	12	32
gene_1446	0	0	0	109	70	53	30	72	56	51	144
gene_1447	0	0	0	43	31	24	14	24	22	29	61
gene_1448	0	0	0	48	28	17	26	17	31	10	37
gene_1449	0	0	0	9	13	5	4	2	8	6	8
gene_145	0	0	0	0	0	0	0	0	0	0	0
gene_1450	0	0	0	15	14	3	1	3	7	2	8
gene_1451	0	0	0	28	23	7	13	21	14	9	14
gene_1452	0	0	0	6	9	6	7	4	10	2	17
gene_1453	0	0	0	7	8	3	4	7	5	3	14
gene_1454	0	0	0	47	40	9	8	12	7	5	16
gene_1455	0	0	0	31	15	13	4	11	4	2	22
gene_1456	0	0	0	87	53	30	23	27	38	12	60
gene_1457	0	0	0	105	59	37	17	49	63	16	56
gene_1458	0	0	0	0	0	0	0	0	0	0	0
gene_1459	0	0	0	541	385	156	102	184	173	105	256
gene_146	0	0	0	0	0	0	1	0	0	0	0
gene_1460	0	0	0	173	110	39	27	45	59	33	110
gene_1461	0	0	0	39	28	5	5	12	10	4	25
gene_1462	0	0	0	223	155	52	39	65	97	46	146
gene_1463	0	0	0	7	10	3	3	8	0	1	4
gene_1464	0	0	0	61	60	30	14	21	34	19	54
gene_1465	0	0	0	44	51	15	15	15	14	19	41
gene_1466	0	0	0	18	15	3	2	5	5	1	1
gene_1467	0	0	0	17	21	16	10	11	15	7	34
gene_1468	0	0	0	48	50	31	20	37	38	17	82
gene_1469	0	0	0	4	6	1	2	1	4	3	6
gene_147	0	0	0	28	25	6	11	10	13	9	23
gene_1470	0	0	0	115	62	20	17	16	29	14	75
gene_1471	0	0	0	404	176	57	38	84	125	72	465
gene_1472	0	0	0	4	3	0	0	1	1	1	2
gene_1473	0	0	0	45	39	16	10	20	23	10	32
gene_1474	0	0	0	29	20	1	8	8	8	4	13
gene_1475	0	0	0	33	33	3	2	5	5	0	5
gene_1476	0	0	0	8	8	4	4	6	11	2	14
gene_1477	0	0	0	131	130	27	32	22	40	20	85
gene_1478	0	0	0	22	26	18	15	21	22	7	36
gene_1479	0	0	0	11	16	10	3	8	13	5	15
gene_148	0	0	0	48	28	5	4	15	16	8	23
gene_1480	0	0	0	48	42	15	8	14	17	7	24
gene_1481	0	0	0	155	53	10	8	15	17	1	33
gene_1482	0	0	0	1	0	0	0	0	0	0	0
gene_1483	0	0	0	61	50	20	10	7	19	6	21
gene_1484	0	0	0	9	1	17	11	10	11	8	21
gene_1485	0	0	0	0	3	2	3	4	2	1	7
gene_1486	0	0	0	38	32	25	28	37	13	5	48
gene_1487	0	0	0	31	17	21	14	11	15	8	13
gene_1488	0	0	0	16	13	14	14	23	21	8	28
gene_1489	0	0	0	27	14	2	4	2	9	4	9
gene_149	0	0	0	156	98	58	35	62	72	39	122
gene_1490	0	0	0	2	1	0	0	0	1	0	0
gene_1491	0	0	0	100	78	37	25	38	35	24	78
gene_1492	0	0	0	10	10	2	0	5	4	0	10
gene_1493	0	0	0	0	0	0	0	0	0	0	0
gene_1494	1	0	0	74	47	44	33	36	53	37	77
gene_1495	0	0	0	27	22	8	6	12	12	2	32
gene_1496	0	0	0	28	28	19	11	12	31	11	29
gene_1497	0	0	0	15	8	7	5	1	6	8	10
gene_1498	0	0	0	40	38	9	6	17	6	5	10
gene_1499	0	0	0	2	0	0	1	2	1	0	1
gene_15	0	0	0	25	12	7	7	10	9	3	21
gene_150	0	0	0	40	21	23	13	21	17	10	33
gene_1500	0	0	0	26	28	8	8	7	11	3	22
gene_1501	0	0	0	34	16	15	11	18	10	13	40
gene_1502	0	0	0	48	36	6	13	11	21	17	32
gene_1503	0	0	0	25	15	14	9	19	14	10	26
gene_1504	0	0	0	7	10	4	1	6	4	1	10
gene_1505	0	0	0	5	2	5	3	5	7	2	10
gene_1506	0	0	0	0	0	0	0	0	0	0	0
gene_1507	0	0	0	0	0	0	0	0	0	0	0
gene_1508	0	0	0	3	3	2	0	3	1	1	4
gene_1509	0	0	0	583	482	134	95	172	154	76	367
gene_151	0	0	0	0	0	0	0	0	0	0	0
gene_1510	0	0	0	14	5	10	6	2	10	3	13
gene_1511	0	0	0	3	3	3	2	3	4	1	2
gene_1512	0	0	0	29	23	7	11	9	9	7	19
gene_1513	0	0	0	0	0	0	0	0	0	0	0
gene_1514	0	0	0	48	39	19	19	18	26	24	59
gene_1515	0	0	0	18	29	5	2	6	12	8	36
gene_1516	0	0	0	0	0	0	0	0	0	0	0
gene_1517	0	0	0	33	18	30	25	22	123	36	181
gene_1518	0	0	0	0	0	0	0	0	0	0	0
gene_1519	0	0	0	30	23	6	5	8	15	0	25
gene_152	0	0	0	12	4	4	2	7	4	5	9
gene_1520	0	0	0	1	2	1	0	0	5	0	3
gene_1521	0	0	0	63	53	23	18	18	23	13	52
gene_1522	0	0	0	443	172	103	71	108	128	55	159
gene_1523	0	0	0	1	1	0	0	0	0	0	1
gene_1524	0	0	0	3	2	0	1	0	2	0	2
gene_1525	0	0	0	183	179	40	27	60	72	21	80
gene_1526	0	0	0	32	33	9	11	12	10	13	24
gene_1527	0	0	0	54	62	40	11	20	23	7	48
gene_1528	0	0	0	6	6	9	7	6	7	1	15
gene_1529	0	0	0	0	0	1	1	0	1	0	3
gene_153	0	0	0	89	56	26	8	30	34	17	80
gene_1530	0	0	0	0	0	0	0	0	0	0	0
gene_1531	0	0	0	0	0	0	0	0	0	0	0
gene_1532	0	0	0	12	11	4	3	8	2	4	8
gene_1533	0	0	0	3	9	5	2	3	0	2	2
gene_1534	0	0	0	2	0	0	0	0	0	0	1
gene_1535	0	0	0	464	228	114	53	109	140	39	232
gene_1536	0	0	0	3	3	1	0	3	3	2	1
gene_1537	0	0	0	43	45	17	9	21	18	10	39
gene_1538	0	0	0	183	135	46	47	59	37	12	107
gene_1539	0	0	0	195	79	57	34	52	85	54	133
gene_154	0	0	0	23	15	15	4	7	9	5	22
gene_1540	0	0	0	26	22	11	7	10	21	4	24
gene_1541	0	0	0	15	16	4	2	7	4	1	12
gene_1542	0	0	0	38	10	16	5	5	17	4	15
gene_1543	0	0	0	46	64	24	27	23	45	22	34
gene_1544	0	0	0	0	4	4	1	1	1	0	7
gene_1545	0	0	0	16	16	4	7	5	4	5	9
gene_1546	0	0	0	16	10	2	2	3	5	2	8
gene_1547	0	0	0	130	132	54	30	65	66	29	148
gene_1548	0	0	0	0	0	0	0	0	0	0	0
gene_1549	0	0	0	61	27	9	13	21	19	4	43
gene_155	0	0	0	2	0	1	2	1	2	0	3
gene_1550	0	0	0	19	13	7	9	10	11	7	19
gene_1551	0	0	0	30	35	7	9	17	17	4	36
gene_1552	0	0	0	83	77	16	13	15	14	13	30
gene_1553	0	0	0	0	0	0	0	0	0	0	0
gene_1554	0	0	0	6	12	1	3	1	3	4	3
gene_1555	0	0	0	21	20	4	6	14	20	6	33
gene_1556	0	0	0	24	14	3	1	6	11	5	14
gene_1557	0	0	0	61	67	24	27	31	29	16	76
gene_1558	0	0	0	35	21	13	5	6	9	12	19
gene_1559	0	0	0	2	2	2	0	2	4	1	2
gene_156	0	0	0	13	8	1	1	1	4	0	5
gene_1560	0	0	0	18	20	1	3	2	4	0	10
gene_1561	0	0	0	21	23	6	5	4	14	10	20
gene_1562	0	0	0	147	101	39	36	55	42	26	76
gene_1563	0	0	0	22	13	11	10	7	18	4	20
gene_1564	0	0	0	22	12	7	2	3	8	1	11
gene_1565	0	0	0	19	27	6	8	9	6	6	18
gene_1566	0	0	0	268	127	76	29	69	86	32	157
gene_1567	0	0	0	24	22	13	6	20	36	14	48
gene_1568	0	0	0	0	0	0	0	0	0	0	0
gene_1569	0	0	0	12	10	15	8	10	11	8	9
gene_157	0	0	0	0	0	0	0	0	0	0	0
gene_1570	0	0	0	52	34	71	43	57	84	33	104
gene_1571	0	0	0	36	34	20	12	10	13	6	38
gene_1572	0	0	0	0	0	0	0	0	0	0	0
gene_1573	0	0	0	0	0	0	0	0	0	0	0
gene_1574	0	0	0	44	33	11	5	18	4	4	20
gene_1575	0	0	0	15	12	3	3	0	8	4	8
gene_1576	0	0	0	70	53	45	32	43	50	28	90
gene_1577	0	0	0	1	0	1	1	0	1	0	0
gene_1578	0	0	0	1	2	1	1	2	4	0	1
gene_1579	0	0	0	3	3	2	1	0	1	0	3
gene_158	0	0	0	6	1	4	1	0	2	0	2
gene_1580	0	0	0	2	2	2	0	2	0	2	3
gene_1581	0	0	0	12	0	5	9	9	3	9	22
gene_1582	0	0	0	1026	649	208	184	370	121	74	290
gene_1583	0	0	0	43	10	9	5	7	8	6	13
gene_1584	0	0	0	123	89	28	19	35	48	21	52
gene_1585	0	0	0	2	2	3	0	0	2	1	2
gene_1586	0	0	0	180	153	76	51	63	98	53	158
gene_1587	0	0	0	10	7	3	1	5	5	3	19
gene_1588	0	0	0	34	32	14	13	10	15	9	42
gene_1589	0	0	0	3	1	1	0	1	1	0	4
gene_159	0	0	0	15	10	3	5	10	12	6	13
gene_1590	0	0	0	8	4	0	3	3	5	1	0
gene_1591	0	0	0	22	15	7	15	8	14	5	16
gene_1592	0	0	0	24	14	10	4	10	7	9	7
gene_1593	0	0	0	0	0	0	0	0	0	0	0
gene_1594	0	0	0	92	71	26	29	41	26	18	53
gene_1595	0	0	0	5	1	1	0	1	2	0	3
gene_1596	0	0	0	7	4	4	9	9	13	3	20
gene_1597	0	0	0	0	0	0	0	0	0	0	0
gene_1598	0	0	0	16	6	5	9	8	12	3	20
gene_1599	0	0	0	50	59	35	57	25	128	66	152
gene_16	0	0	0	29	25	8	10	6	4	7	40
gene_160	0	0	0	3	5	0	4	1	1	1	2
gene_1600	0	0	0	43	42	4	4	8	19	8	20
gene_1601	0	0	0	9	12	14	5	8	9	7	16
gene_1602	0	0	0	16	9	19	9	6	37	10	25
gene_1603	0	0	0	58	31	26	15	39	34	21	63
gene_1604	0	0	0	2	0	1	1	0	1	0	1
gene_1605	0	0	0	193	148	85	62	59	72	54	179
gene_1606	0	0	0	7	2	7	6	5	2	3	9
gene_1607	0	0	0	1	0	0	0	0	1	0	2
gene_1608	0	0	0	110	82	84	72	74	130	104	336
gene_1609	0	0	0	0	0	0	0	0	0	0	0
gene_161	0	0	0	1	0	2	6	0	0	1	1
gene_1610	0	0	0	0	0	0	0	0	0	0	0
gene_1611	0	0	0	7	8	1	0	1	2	0	3
gene_1612	0	0	0	23	20	3	3	3	5	3	8
gene_1613	0	0	0	0	3	1	2	4	0	1	5
gene_1614	0	0	0	34	16	12	8	21	9	14	39
gene_1615	0	0	0	0	0	0	0	0	0	0	0
gene_1616	0	0	0	295	170	106	75	105	114	47	256
gene_1617	0	0	0	47	47	46	35	47	64	32	84
gene_1618	0	0	0	0	1	0	0	0	0	0	0
gene_1619	0	0	0	46	32	15	17	7	31	12	39
gene_162	0	0	0	3	2	0	2	1	2	1	5
gene_1620	0	0	0	20	17	8	5	7	14	8	15
gene_1621	0	0	0	14	7	11	3	16	9	2	15
gene_1622	0	0	0	1	2	11	4	9	6	2	8
gene_1623	0	0	0	9	6	2	0	0	0	1	8
gene_1624	0	0	0	259	110	66	63	84	70	40	179
gene_1625	0	0	0	66	42	19	17	22	38	19	54
gene_1626	0	0	0	0	1	1	0	1	0	0	3
gene_1627	0	0	0	12	11	7	10	4	13	9	19
gene_1628	0	0	0	23	21	16	6	9	14	11	22
gene_1629	0	0	0	41	25	10	12	19	14	8	29
gene_163	0	0	0	37	54	13	6	10	12	4	26
gene_1630	0	0	0	405	530	30	11	16	11	4	39
gene_1631	0	0	0	74	100	4	2	1	0	0	3
gene_1632	0	0	0	12	13	9	8	9	9	3	24
gene_1633	0	0	0	16	7	5	0	10	2	0	14
gene_1634	0	0	0	34	20	4	10	9	12	7	21
gene_1635	0	0	0	0	0	0	0	0	0	0	0
gene_1636	0	0	0	0	0	0	0	0	0	0	0
gene_1637	0	0	0	1627	710	1187	709	908	1301	680	2201
gene_1638	0	0	0	63	44	26	28	46	29	36	79
gene_1639	0	0	0	0	0	3	3	1	0	1	5
gene_164	0	0	0	10	10	1	1	4	3	2	6
gene_1640	0	0	0	376	174	196	164	234	188	118	473
gene_1641	0	0	0	44	30	8	5	15	8	3	19
gene_1642	0	0	0	16	3	6	5	4	7	1	7
gene_1643	0	0	0	81	59	22	13	17	28	16	46
gene_1644	0	0	0	1	0	0	0	0	0	0	0
gene_1645	0	0	0	40	22	15	15	16	18	4	32
gene_1646	0	0	0	89	71	31	36	29	35	13	64
gene_1647	0	0	0	17	10	6	3	12	4	3	18
gene_1648	0	0	0	54	50	7	7	16	5	3	30
gene_1649	0	0	0	122	120	13	15	15	39	17	52
gene_165	0	0	0	32	41	5	1	7	9	1	14
gene_1650	0	0	0	3	2	0	0	5	3	0	1
gene_1651	0	0	0	29	23	10	7	21	19	4	25
gene_1652	0	0	0	36	18	6	6	12	14	5	35
gene_1653	0	0	0	7	5	2	1	1	0	3	12
gene_1654	0	0	0	337	242	87	59	78	155	67	228
gene_1655	0	0	0	0	0	0	0	0	0	0	0
gene_1656	0	0	0	2	1	0	2	0	4	1	5
gene_1657	0	0	0	5	8	8	7	6	10	3	37
gene_1658	0	0	0	11	9	3	7	8	10	7	39
gene_1659	0	0	0	64	54	22	16	16	31	20	47
gene_166	0	0	0	2	1	1	0	1	1	0	11
gene_1660	0	0	0	48	35	12	12	19	16	28	37
gene_1661	0	0	0	22	8	8	9	25	15	9	35
gene_1662	0	0	0	18	12	2	1	4	5	2	10
gene_1663	0	0	0	116	75	16	29	29	27	10	51
gene_1664	0	0	0	8	6	1	4	1	2	0	6
gene_1665	0	0	0	0	0	0	0	0	0	0	0
gene_1666	0	0	0	36	33	11	16	21	16	7	31
gene_1667	0	0	0	0	0	0	0	0	0	0	0
gene_1668	0	0	0	34	32	14	11	9	15	9	21
gene_1669	0	0	0	53	45	19	10	23	23	13	37
gene_167	0	0	0	13	2	1	1	2	2	1	7
gene_1670	0	0	0	15	13	7	5	7	8	2	13
gene_1671	0	0	0	9	7	4	8	3	5	6	20
gene_1672	0	0	0	17	16	5	2	9	7	3	14
gene_1673	0	0	0	14	9	13	6	9	10	5	15
gene_1674	0	0	0	6	6	5	7	4	7	2	6
gene_1675	0	0	0	9	12	5	1	3	12	3	10
gene_1676	0	0	0	13	10	4	2	3	4	1	4
gene_1677	0	0	0	697	880	68	78	100	128	57	284
gene_1678	1	0	0	6	13	1	0	1	0	0	4
gene_1679	0	0	0	16	6	7	8	6	3	6	9
gene_168	0	0	0	1	0	0	2	0	0	0	0
gene_1680	0	0	0	4	3	2	1	4	6	2	3
gene_1681	0	0	0	49	43	7	6	15	10	13	35
gene_1682	0	0	0	55	34	21	28	24	39	12	78
gene_1683	0	0	0	0	1	0	0	0	0	0	0
gene_1684	0	0	0	1	1	0	2	1	6	0	3
gene_1685	0	0	0	37	35	0	4	13	2	2	11
