GeneID	GGAYA	GGAYB	GGAYC	GGAYG	GGAYH	GGAYS	GGAYT	GGAYU	GGAYW	GGAYN	GGAYO	GGAYP
gene_1023	0	0	0	0	0	0	0	0	0	0	0	0
gene_10230	0	0	0	1	2	3	0	2	1	0	5	3
gene_10231	0	0	0	0	0	0	0	0	0	0	0	0
gene_10232	0	0	0	0	0	0	0	0	0	0	0	0
gene_10233	0	0	0	0	0	0	0	0	0	0	0	0
gene_1024	0	0	0	84	161	80	123	121	69	67	130	162
gene_1025	0	0	0	131	96	75	85	85	73	65	100	144
gene_1026	0	0	0	0	0	0	0	0	0	0	2	0
gene_1027	0	0	0	7	20	17	15	10	14	16	15	30
gene_1028	0	0	0	54	63	55	56	132	41	94	116	197
gene_1029	0	0	0	0	1	0	0	0	0	0	0	0
gene_103	0	0	0	0	0	0	0	0	0	0	0	0
gene_1030	0	0	0	54	64	39	12	18	17	25	36	49
gene_1031	0	0	0	32	62	32	62	129	100	128	174	301
gene_1032	0	0	0	11	7	7	6	10	7	4	14	9
gene_1033	0	0	0	0	0	0	0	0	0	1	0	1
gene_1034	0	0	0	31	43	21	15	20	15	13	20	33
gene_1035	0	0	0	192	312	154	93	99	97	87	209	220
gene_1036	0	0	0	4	25	12	9	11	13	16	20	21
gene_1037	0	1	0	219	319	184	103	141	103	102	262	230
gene_1038	0	0	0	22	29	13	16	19	16	7	16	21
gene_1039	0	0	0	3	17	10	18	48	14	8	42	32
gene_104	0	0	0	0	0	0	0	0	0	0	0	0
gene_1040	0	0	0	20	80	42	72	124	106	20	136	106
gene_1041	0	0	0	37	43	22	26	38	23	22	32	67
gene_1042	0	0	0	17	46	17	9	18	8	13	13	14
gene_1043	0	0	0	12	46	22	14	28	10	10	19	23
gene_1044	0	0	0	62	97	67	65	115	63	62	116	128
gene_1045	0	0	0	6	5	10	6	16	7	10	10	26
gene_1046	0	0	0	0	0	0	0	0	0	0	0	1
gene_1047	0	0	0	0	0	0	0	0	0	0	0	1
gene_1048	0	1	0	3	3	2	1	16	3	0	3	12
gene_1049	0	0	0	8	31	19	9	3	6	6	9	15
gene_105	0	0	0	6	6	7	0	3	3	10	9	1
gene_1050	0	0	0	5	9	3	8	11	9	1	16	17
gene_1051	0	0	0	6	6	4	3	8	1	3	2	7
gene_1052	0	0	0	29	10	5	6	2	1	8	5	6
gene_1053	0	0	0	30	26	23	23	18	14	12	22	56
gene_1054	0	0	0	7	15	12	9	20	5	8	15	29
gene_1055	0	0	0	0	3	3	5	5	6	4	8	8
gene_1056	0	0	0	16	21	9	2	12	9	13	9	18
gene_1057	0	0	0	0	0	0	2	3	0	0	1	4
gene_1058	0	0	0	14	25	6	6	3	9	7	5	13
gene_1059	0	0	0	169	210	98	78	111	85	89	133	169
gene_106	0	0	0	25	14	19	3	6	9	11	6	6
gene_1060	0	0	0	66	133	57	32	32	38	24	35	52
gene_1061	0	0	0	9	4	3	3	2	1	4	4	6
gene_1062	0	0	0	2	1	3	1	4	2	2	7	9
gene_1063	0	0	0	3	4	7	2	2	2	6	10	5
gene_1064	0	0	0	1	6	4	1	7	8	2	9	11
gene_1065	0	0	0	22	18	14	13	20	18	18	20	33
gene_1066	0	0	0	277	191	143	166	204	150	77	122	175
gene_1067	0	0	0	39	58	27	24	41	41	27	48	63
gene_1068	0	0	0	26	36	13	14	31	16	9	13	41
gene_1069	0	0	0	0	0	0	0	0	0	0	0	0
gene_107	0	0	0	94	105	64	27	26	53	24	62	55
gene_1070	0	0	0	0	0	0	0	0	0	0	0	3
gene_1071	0	0	0	0	0	3	3	4	1	1	1	9
gene_1072	0	0	0	2	3	4	2	6	6	1	1	11
gene_1073	0	0	0	0	0	1	2	0	0	0	2	3
gene_1074	0	0	0	1	10	9	6	5	3	4	4	6
gene_1075	0	0	0	20	38	18	19	27	13	10	32	65
gene_1076	0	0	0	46	66	53	86	140	85	81	136	138
gene_1077	0	0	0	8	9	4	1	3	8	8	22	11
gene_1078	0	0	0	31	51	21	6	6	8	11	6	22
gene_1079	0	0	0	31	67	20	16	29	19	34	45	66
gene_108	0	0	0	24	37	20	11	12	13	6	13	30
gene_1080	0	0	0	21	27	9	33	39	27	43	34	49
gene_1081	0	0	0	3	1	5	1	2	0	0	0	0
gene_1082	0	0	0	9	12	1	2	4	5	9	9	8
gene_1083	0	0	0	0	0	3	0	0	0	0	0	1
gene_1084	0	0	0	24	45	18	13	16	5	12	16	24
gene_1085	0	0	0	14	25	7	10	10	7	9	10	20
gene_1086	0	0	0	5	2	4	4	9	6	5	6	5
gene_1087	0	0	0	9	21	3	4	0	1	0	3	2
gene_1088	0	0	0	27	113	40	16	27	12	21	49	50
gene_1089	0	0	0	19	30	5	5	8	4	2	16	10
gene_109	0	0	0	21	26	25	13	14	12	15	28	34
gene_1090	0	0	0	23	35	23	24	32	20	19	27	54
gene_1091	0	0	0	27	33	23	23	48	28	25	53	51
gene_1092	0	0	0	17	13	6	3	5	11	5	5	24
gene_1093	0	0	0	28	49	30	13	15	12	11	25	40
gene_1094	0	0	0	0	0	0	0	0	0	0	0	0
gene_1095	0	0	0	4	3	0	0	10	6	4	4	4
gene_1096	0	0	0	4	17	8	5	7	3	2	8	4
gene_1097	0	0	0	8	4	6	1	5	3	2	3	5
gene_1098	0	0	0	14	43	15	11	14	7	8	23	31
gene_1099	0	0	0	162	245	123	90	138	85	73	134	151
gene_11	0	0	0	32	29	21	13	24	13	21	35	47
gene_110	0	0	0	7	15	5	6	11	7	6	11	13
gene_1100	0	0	0	37	72	36	42	29	26	15	38	35
gene_1101	0	0	0	120	312	159	108	100	95	55	145	133
gene_1102	0	0	0	1	7	4	1	1	1	0	0	0
gene_1103	0	0	0	113	120	82	11	18	12	22	25	40
gene_1104	0	0	0	2	6	11	5	6	4	1	0	4
gene_1105	0	0	0	14	27	10	10	7	10	5	13	13
gene_1106	0	0	0	47	52	35	16	21	28	20	28	28
gene_1107	0	0	0	12	10	18	5	10	12	0	6	10
gene_1108	0	0	0	7	17	10	12	16	17	11	19	37
gene_1109	0	0	0	42	47	34	41	37	23	32	46	87
gene_111	0	0	0	0	0	0	0	0	0	0	0	0
gene_1110	0	0	0	2	1	1	1	1	1	0	0	2
gene_1111	0	0	0	7	19	4	9	19	6	7	7	11
gene_1112	0	0	0	0	0	2	0	0	0	0	0	0
gene_1113	0	0	0	60	89	38	38	52	39	23	66	85
gene_1114	0	0	0	1	1	1	0	1	1	0	0	0
gene_1115	0	0	0	94	135	76	38	64	39	59	94	93
gene_1116	0	0	0	4	6	5	5	8	7	12	14	20
gene_1117	0	0	0	3	2	4	6	7	6	3	9	5
gene_1118	0	0	0	7	37	11	14	27	14	23	29	25
gene_1119	0	0	0	30	59	26	29	41	20	20	24	56
gene_112	0	0	0	0	0	0	0	0	0	1	0	0
gene_1120	0	0	0	45	86	45	51	77	32	59	93	98
gene_1121	0	0	0	0	0	0	0	0	0	0	0	0
gene_1122	0	0	0	0	0	0	0	0	0	0	0	0
gene_1123	0	0	0	37	52	31	47	91	38	52	90	91
gene_1124	0	0	0	10	10	1	4	9	3	13	8	16
gene_1125	0	0	0	11	10	3	10	7	7	6	11	17
gene_1126	0	0	0	7	7	4	8	14	4	4	5	18
gene_1127	0	0	0	5	12	5	8	18	7	4	14	14
gene_1128	0	0	0	33	79	42	21	52	29	15	54	63
gene_1129	0	0	0	0	0	0	3	5	9	45	56	29
gene_113	0	0	0	0	1	0	0	2	0	0	0	1
gene_1130	0	0	0	1	0	0	2	5	2	2	6	7
gene_1131	0	0	1	649	1391	319	17	105	174	116	165	255
gene_1132	0	0	0	25	54	20	13	13	7	6	19	12
gene_1133	0	0	0	0	0	0	0	0	0	0	0	0
gene_1134	0	0	0	19	57	14	0	5	7	4	9	20
gene_1135	0	0	0	14	15	7	7	10	17	20	29	31
gene_1136	0	0	0	27	37	17	19	18	18	9	18	32
gene_1137	0	0	0	6	5	5	2	5	5	3	3	10
gene_1138	0	0	0	19	40	17	5	12	8	4	10	20
gene_1139	0	0	0	0	0	0	2	1	3	2	0	0
gene_114	0	0	1	86	113	53	28	40	32	31	26	86
gene_1140	0	0	0	1	6	1	1	2	1	0	9	2
gene_1141	0	0	0	14	6	13	19	13	7	10	15	21
gene_1142	0	0	0	11	16	11	18	10	18	10	17	29
gene_1143	0	0	0	5	26	12	17	17	9	20	41	39
gene_1144	0	0	0	4	4	3	22	8	6	23	26	25
gene_1145	0	0	0	0	0	0	0	0	0	0	0	1
gene_1146	0	0	0	1	1	6	3	3	2	2	0	4
gene_1147	0	0	0	0	0	0	0	0	0	0	0	0
gene_1148	0	0	0	0	0	0	0	0	0	0	0	0
gene_1149	0	0	0	26	29	14	9	13	20	14	15	16
gene_115	0	0	0	8	16	9	7	14	11	6	10	16
gene_1150	0	0	0	5	10	1	7	1	4	1	6	1
gene_1151	0	0	0	21	32	12	10	21	17	5	11	16
gene_1152	0	0	0	5	8	7	7	4	11	9	9	13
gene_1153	0	0	0	5	5	5	0	1	2	0	1	1
gene_1154	0	0	0	4	1	1	3	4	2	0	2	4
gene_1155	0	0	0	31	40	30	11	10	4	18	10	28
gene_1156	0	0	0	2	0	0	0	1	0	0	0	0
gene_1157	0	0	0	414	519	297	56	103	80	48	98	177
gene_1158	0	0	0	14	28	9	15	20	10	30	12	26
gene_1159	0	0	0	42	26	18	25	42	20	23	30	39
gene_116	0	0	0	0	0	0	0	1	0	0	0	0
gene_1160	0	0	0	44	133	61	40	72	40	35	55	96
gene_1161	0	0	1	25	34	10	5	15	9	4	12	14
gene_1162	0	0	0	15	25	15	2	9	8	7	9	14
gene_1163	0	0	0	15	23	9	6	17	6	8	11	18
gene_1164	0	0	0	17	19	15	8	14	6	6	12	13
gene_1165	0	0	0	567	623	558	746	1060	732	848	1413	1701
gene_1166	0	0	0	2	2	1	0	3	1	0	0	2
gene_1167	0	0	0	5	14	5	3	4	5	8	10	8
gene_1168	0	0	0	4	2	0	2	10	5	5	6	10
gene_1169	0	0	0	25	9	7	23	28	20	12	25	36
gene_117	0	0	0	13	10	7	22	19	17	6	22	29
gene_1170	0	0	0	11	17	6	11	12	2	8	9	18
gene_1171	0	0	0	6	8	3	9	4	3	2	7	5
gene_1172	0	0	0	5	4	4	4	3	0	3	4	2
gene_1173	0	0	0	2	1	0	1	4	0	0	4	7
gene_1174	0	0	0	40	48	17	20	17	23	9	34	30
gene_1175	0	0	0	2	5	4	4	1	0	0	6	4
gene_1176	0	0	0	1	1	2	3	3	2	32	4	5
gene_1177	0	0	0	11	27	21	10	21	15	17	15	22
gene_1178	0	0	0	21	24	14	11	18	5	6	10	15
gene_1179	0	0	0	0	0	2	0	0	0	1	1	6
gene_118	0	0	0	1	3	1	2	1	2	1	2	2
gene_1180	0	0	0	19	39	16	14	16	12	16	16	24
gene_1181	0	0	0	43	21	19	32	38	12	29	32	58
gene_1182	0	0	0	4	13	3	7	4	4	5	2	6
gene_1183	0	0	0	19	25	26	16	15	4	9	15	17
gene_1184	0	0	0	0	5	3	16	15	6	10	10	10
gene_1185	0	0	0	5	1	4	19	30	15	11	23	37
gene_1186	0	0	0	5	2	5	7	3	5	3	1	5
gene_1187	0	0	0	7	16	8	21	42	48	42	116	78
gene_1188	0	0	0	16	16	13	6	9	3	1	8	3
gene_1189	1	0	0	20	11	19	4	13	11	11	11	26
gene_119	0	0	0	15	27	16	6	13	7	5	6	13
gene_1190	0	0	0	2	13	10	6	12	8	9	9	20
gene_1191	0	0	0	23	15	7	13	17	11	6	22	39
gene_1192	0	0	0	0	0	0	0	0	0	0	0	0
gene_1193	0	0	0	4	13	7	3	4	1	5	6	10
gene_1194	0	0	0	19	29	16	13	16	20	17	32	48
gene_1195	0	0	0	0	0	0	0	1	1	0	0	0
gene_1196	0	0	0	13	10	12	12	14	7	7	15	8
gene_1197	0	0	0	31	63	14	31	29	38	30	44	72
gene_1198	0	0	0	26	11	13	24	40	21	13	20	38
gene_1199	0	0	0	0	0	0	0	0	0	0	0	0
gene_12	0	0	0	15	17	12	12	11	11	10	12	24
gene_120	0	0	0	1	2	1	0	7	4	3	3	4
gene_1200	0	0	0	0	0	0	0	0	0	0	0	0
gene_1201	0	0	0	4	3	4	3	1	0	3	2	8
gene_1202	0	0	0	0	0	0	1	0	0	1	0	0
gene_1203	0	0	0	0	0	0	0	0	0	0	0	0
gene_1204	0	0	0	3	7	4	1	2	1	1	3	1
gene_1205	0	0	0	2	0	1	0	1	1	0	0	2
gene_1206	0	0	0	8	3	13	9	11	9	10	18	13
gene_1207	0	0	0	1	0	0	0	0	1	0	0	1
gene_1208	0	0	0	0	0	0	0	0	0	0	0	0
gene_1209	0	0	0	207	357	169	79	122	95	71	180	200
gene_121	0	0	0	16	30	16	13	16	15	13	40	41
gene_1210	0	0	0	72	80	51	63	73	72	42	82	103
gene_1211	0	0	0	50	79	25	31	63	42	35	54	91
gene_1212	0	0	0	14	20	5	2	2	9	3	8	8
gene_1213	0	0	0	3	6	7	4	3	1	0	2	8
gene_1214	0	0	0	2	11	8	12	9	8	6	13	24
gene_1215	0	0	0	2	5	3	4	11	9	3	4	12
gene_1216	0	0	0	24	40	19	15	16	14	3	20	28
gene_1217	0	0	0	7	8	6	12	12	8	5	7	16
gene_1218	0	0	0	0	0	0	0	0	0	0	1	2
gene_1219	0	0	0	6	5	8	0	1	1	4	6	10
gene_122	0	0	0	20	46	21	4	5	9	4	14	11
gene_1220	0	0	0	24	58	19	11	35	9	7	29	20
gene_1221	0	0	0	7	10	7	6	6	4	6	6	11
gene_1222	0	0	0	6	16	17	6	16	4	5	1	12
gene_1223	0	0	0	6	4	7	6	8	3	4	10	18
gene_1224	0	0	0	0	0	0	0	0	0	0	0	0
gene_1225	0	0	0	261	365	257	144	208	154	115	301	354
gene_1226	0	0	0	20	20	10	11	26	33	24	43	58
gene_1227	0	0	0	23	28	22	18	27	17	10	32	40
gene_1228	0	0	0	2	8	2	3	2	3	3	2	4
gene_1229	1	0	0	8	9	6	6	7	5	4	19	14
gene_123	0	0	0	5	3	3	5	2	3	4	9	2
gene_1230	0	0	0	8	19	10	6	10	2	5	9	13
gene_1231	0	0	0	8	29	4	6	11	9	10	13	22
gene_1232	0	0	0	3	3	3	2	2	3	1	1	6
gene_1233	0	0	0	1	10	13	5	11	7	4	6	11
gene_1234	0	0	0	18	17	11	6	14	10	11	9	13
gene_1235	0	0	0	20	21	13	12	30	17	31	38	43
gene_1236	0	0	0	73	139	54	48	77	58	29	59	103
gene_1237	0	0	0	18	34	14	11	13	8	3	17	12
gene_1238	0	0	0	3	16	7	8	8	4	8	6	10
gene_1239	0	0	0	5	14	6	0	9	11	6	14	14
gene_124	0	0	0	17	38	23	9	2	10	0	16	11
gene_1240	0	0	0	28	35	34	24	37	38	47	59	103
gene_1241	0	0	0	3	4	2	0	3	2	0	0	1
gene_1242	0	0	0	56	108	37	53	43	34	28	66	107
gene_1243	0	0	0	39	60	35	56	56	31	43	66	90
gene_1244	0	0	0	1	4	2	3	2	0	2	1	1
gene_1245	0	0	0	1	6	0	2	3	0	0	0	2
gene_1246	0	0	0	20	17	11	5	16	8	6	8	14
gene_1247	0	0	0	25	46	12	10	30	26	25	29	59
gene_1248	0	0	0	4	1	3	0	1	0	0	0	1
gene_1249	0	0	0	0	0	0	0	0	0	0	0	2
gene_125	0	0	0	7	13	4	10	14	10	3	21	23
gene_1250	0	0	0	0	3	0	0	3	3	2	0	6
gene_1251	0	0	0	8	9	11	2	8	4	5	13	14
gene_1252	0	0	0	30	56	43	17	27	21	19	34	37
gene_1253	0	0	0	0	0	1	0	1	0	0	0	0
gene_1254	0	0	0	4	16	6	16	17	11	13	13	25
gene_1255	0	0	0	3	6	8	7	5	11	2	11	12
gene_1256	0	0	0	9	29	12	10	19	12	7	15	26
gene_1257	0	0	0	12	34	17	24	15	20	30	35	45
gene_1258	0	0	0	33	46	32	24	31	18	17	24	60
gene_1259	0	0	0	0	0	0	0	0	1	6	48	10
gene_126	0	0	0	0	2	3	1	3	3	2	1	2
gene_1260	0	0	0	0	0	0	0	0	0	0	0	0
gene_1261	0	0	0	10	8	6	11	16	9	6	9	17
gene_1262	0	0	0	12	32	13	4	11	3	6	6	16
gene_1263	0	0	0	41	65	38	52	53	54	63	104	118
gene_1264	0	0	0	236	354	172	111	134	106	106	219	272
gene_1265	0	0	0	1	6	3	1	3	0	3	4	5
gene_1266	0	0	0	5	11	4	7	4	5	4	2	19
gene_1267	0	0	0	13	36	11	7	7	3	4	6	20
gene_1268	0	0	0	6	22	19	16	9	9	10	25	20
gene_1269	0	0	0	2	5	4	7	9	6	1	7	19
gene_127	0	0	0	0	0	0	0	0	0	0	0	0
gene_1270	0	0	0	5	10	3	7	3	8	4	3	9
gene_1271	0	0	0	2	0	2	1	1	0	1	1	0
gene_1272	0	0	0	19	18	15	48	38	21	39	52	53
gene_1273	0	0	0	14	25	13	27	20	19	16	29	26
gene_1274	0	0	0	2	1	4	30	26	18	17	35	53
gene_1275	0	0	0	49	44	29	34	33	18	40	48	57
gene_1276	0	0	0	19	27	14	13	15	6	11	15	9
gene_1277	0	0	0	7	9	13	10	9	13	4	16	27
gene_1278	0	0	0	5	12	2	3	1	3	1	8	6
gene_1279	0	0	0	6	10	5	11	16	8	9	10	16
gene_128	0	0	0	8	8	10	3	9	6	4	8	6
gene_1280	1	0	0	130	208	105	30	26	49	4	29	41
gene_1281	0	0	0	28	43	29	22	46	28	41	52	66
gene_1282	0	0	0	112	164	107	133	240	171	171	217	321
gene_1283	0	0	0	0	0	0	0	0	0	0	0	0
gene_1284	0	0	0	23	31	13	12	19	13	10	28	13
gene_1285	0	0	0	18	18	18	9	22	5	7	10	20
gene_1286	0	0	0	43	32	20	28	42	22	36	42	74
gene_1287	0	0	0	1	1	1	0	0	0	0	0	3
gene_1288	0	0	0	18	23	15	14	11	12	19	16	21
gene_1289	0	0	0	4	8	9	5	10	7	9	10	11
gene_129	0	0	0	5	8	6	9	14	7	4	6	6
gene_1290	0	0	0	16	24	16	1	5	2	6	11	19
gene_1291	0	0	0	14	24	6	19	34	14	9	23	35
gene_1292	0	0	0	67	67	26	12	15	20	21	19	35
gene_1293	0	0	0	0	0	0	0	0	0	0	0	0
gene_1294	0	0	0	0	0	0	0	0	0	0	0	0
gene_1295	0	1	0	164	257	138	91	182	84	84	172	214
gene_1296	0	0	0	76	61	37	49	61	48	37	69	107
gene_1297	0	0	0	4	1	3	5	5	12	1	2	12
gene_1298	0	0	0	23	33	16	6	11	10	17	17	32
gene_1299	0	0	0	59	76	32	49	76	45	46	80	116
gene_13	0	0	0	2	2	5	7	10	4	17	14	26
gene_130	0	0	0	21	20	16	11	14	8	14	24	36
gene_1300	0	0	0	7	5	11	5	5	4	5	4	9
gene_1301	0	0	0	2	3	11	0	3	1	2	0	3
gene_1302	0	0	0	0	0	0	0	0	0	0	0	0
gene_1303	0	0	0	0	0	0	0	0	0	0	0	0
gene_1304	0	0	0	82	88	55	38	43	42	39	46	62
gene_1305	0	0	0	4	1	2	0	1	1	3	7	4
gene_1306	0	0	0	13	4	3	18	17	7	27	21	31
gene_1307	0	0	0	16	17	5	8	6	4	5	6	14
gene_1308	0	0	0	0	1	1	2	2	0	1	0	1
gene_1309	0	0	0	0	0	0	0	0	0	0	0	0
gene_131	0	0	0	31	68	24	18	29	14	18	31	34
gene_1310	0	0	0	6	11	7	6	1	0	7	6	8
gene_1311	0	0	0	0	2	1	2	0	1	0	2	1
gene_1312	0	0	0	25	44	17	11	27	19	13	20	29
gene_1313	0	0	0	17	27	18	11	23	8	13	25	37
gene_1314	0	0	0	4	6	12	13	5	9	9	4	8
gene_1315	0	0	0	23	16	17	20	26	13	16	39	35
gene_1316	0	0	0	12	24	16	8	13	8	9	29	15
gene_1317	0	0	0	23	38	33	23	31	20	25	44	51
gene_1318	0	0	0	3	4	4	1	7	5	0	2	8
gene_1319	0	0	0	101	120	55	58	78	48	51	99	123
gene_132	0	0	0	5	7	4	1	7	3	3	2	4
gene_1320	0	0	0	0	5	3	0	3	2	1	1	4
gene_1321	0	0	0	0	0	2	0	0	0	0	0	0
gene_1322	0	0	0	32	43	34	44	74	40	38	67	78
gene_1323	0	0	0	81	129	77	77	114	80	46	116	193
gene_1324	0	0	0	6	10	8	5	13	5	2	3	14
gene_1325	0	0	0	74	98	41	24	32	15	28	34	83
gene_1326	0	0	0	10	29	16	16	25	18	21	38	68
gene_1327	0	0	0	19	26	21	9	17	11	13	16	19
gene_1328	0	0	0	4	3	3	2	3	1	1	0	3
gene_1329	0	0	0	9	7	3	10	13	7	12	18	22
gene_133	0	0	0	35	77	20	6	8	13	4	15	26
gene_1330	0	0	0	15	13	8	6	10	7	5	19	13
gene_1331	0	0	0	2	0	1	1	0	1	1	0	4
gene_1332	0	0	0	2	16	3	3	7	5	4	4	6
gene_1333	0	0	0	0	0	0	0	1	1	0	0	0
gene_1334	0	0	0	20	28	17	19	17	15	3	19	28
gene_1335	0	0	0	38	92	40	54	75	60	33	77	100
gene_1336	0	0	0	0	2	1	6	0	0	1	1	3
gene_1337	0	0	0	2	4	6	8	3	4	2	5	9
gene_1338	0	0	0	4	1	1	4	1	3	5	10	9
gene_1339	0	0	0	15	19	15	13	16	10	12	25	12
gene_134	0	0	0	9	17	5	3	14	11	8	12	15
gene_1340	0	0	0	20	43	21	16	23	14	18	24	32
gene_1341	0	0	0	5	9	4	10	9	3	9	12	9
gene_1342	0	0	0	4	4	3	6	6	4	4	2	12
gene_1343	0	0	0	4	0	3	7	6	8	21	15	12
gene_1344	0	0	0	3	2	3	2	4	4	4	4	3
gene_1345	0	0	0	3	4	0	4	5	3	3	3	4
gene_1346	0	0	0	7	9	11	2	8	10	6	11	18
gene_1347	0	0	0	0	0	1	2	5	0	0	2	3
gene_1348	0	0	0	19	32	28	19	23	20	14	40	35
gene_1349	0	0	0	3	10	6	8	14	8	5	26	27
gene_135	0	0	0	5	19	5	0	0	7	5	5	3
gene_1350	0	0	0	3	9	3	4	8	5	0	6	4
gene_1351	0	0	0	3	3	1	2	4	2	3	2	2
gene_1352	0	0	0	20	42	31	58	80	40	64	55	82
gene_1353	0	0	0	5	17	4	1	6	3	6	8	11
gene_1354	0	0	0	1	4	1	0	3	3	5	5	4
gene_1355	0	0	0	0	0	0	0	0	0	0	0	0
gene_1356	0	0	0	8	6	1	18	22	23	14	47	55
gene_1357	0	0	0	8	7	4	64	56	42	38	79	67
gene_1358	0	0	0	0	2	4	2	2	3	2	0	5
gene_1359	0	0	0	0	4	1	0	4	0	1	0	1
gene_136	1	0	0	17	10	12	14	25	8	10	24	42
gene_1360	0	0	0	21	37	27	14	27	16	8	27	33
gene_1361	0	0	0	27	34	20	11	14	12	6	8	13
gene_1362	0	0	0	4	9	6	5	12	5	5	7	6
gene_1363	0	0	0	12	17	14	16	13	17	25	29	35
gene_1364	0	0	0	0	1	0	0	0	0	0	1	0
gene_1365	0	0	0	1	0	0	1	0	0	0	0	0
gene_1366	0	0	0	3	10	2	2	5	2	1	8	9
gene_1367	0	0	0	56	94	63	101	91	69	84	109	128
gene_1368	0	0	0	139	195	98	72	103	88	58	123	135
gene_1369	0	0	0	33	36	13	3	5	7	6	4	13
gene_137	0	0	0	139	150	93	97	143	95	93	147	220
gene_1370	0	0	0	7	9	4	7	4	4	10	11	10
gene_1371	0	0	0	0	0	0	0	0	0	0	0	0
gene_1372	0	0	0	0	0	0	0	0	0	0	0	0
gene_1373	0	0	0	27	29	19	24	25	19	6	24	52
gene_1374	0	0	0	0	1	1	3	7	0	0	4	6
gene_1375	0	0	0	2	4	0	1	1	1	1	1	2
gene_1376	0	0	0	204	312	170	75	95	106	93	225	224
gene_1377	0	0	0	0	0	0	0	0	0	0	1	0
gene_1378	0	0	0	6	21	7	11	14	2	10	12	29
gene_1379	0	0	0	14	25	27	47	53	32	30	50	59
gene_138	0	0	0	39	107	99	33	98	102	46	92	127
gene_1380	0	0	0	148	323	129	70	103	72	57	115	182
gene_1381	0	0	0	7	12	6	5	18	16	8	16	12
gene_1382	0	0	0	97	128	63	17	16	23	25	44	62
gene_1383	0	0	0	8	5	4	3	4	5	5	12	12
gene_1384	0	0	0	16	18	9	5	12	13	9	7	9
gene_1385	0	0	0	275	390	212	226	283	195	231	265	473
gene_1386	0	0	0	0	0	2	1	5	3	2	4	4
gene_1387	0	0	0	9	4	1	4	7	2	4	7	6
gene_1388	0	0	0	68	76	41	52	79	44	82	56	126
gene_1389	0	0	0	13	18	16	16	7	13	14	23	23
gene_139	0	0	0	26	32	22	17	25	13	16	29	41
gene_1390	0	0	0	20	33	20	11	23	22	16	35	26
gene_1391	0	0	0	5	6	1	0	0	1	2	4	2
gene_1392	0	0	0	36	32	24	33	29	27	33	43	52
gene_1393	0	0	0	388	592	171	12	39	89	58	120	117
gene_1394	0	0	0	8	3	2	5	6	4	1	5	5
gene_1395	0	0	0	26	19	17	20	34	17	13	26	36
gene_1396	0	0	0	24	27	22	12	13	6	13	15	13
gene_1397	0	0	0	13	21	8	29	61	36	27	41	76
gene_1398	0	0	0	2	0	1	14	14	4	7	18	12
gene_1399	0	0	0	31	47	23	19	18	21	12	29	35
gene_14	0	0	0	4	9	3	1	1	6	4	1	5
gene_140	0	0	0	1	0	0	2	4	2	1	1	5
gene_1400	0	0	0	0	0	0	0	0	0	0	0	0
gene_1401	0	0	0	11	3	9	13	24	21	12	26	31
gene_1402	0	0	0	10	10	3	3	6	14	3	3	11
gene_1403	0	0	0	8	11	7	7	12	12	9	16	9
gene_1404	0	0	0	3	6	3	9	12	3	3	10	6
gene_1405	0	0	0	5	3	5	1	4	4	5	5	6
gene_1406	0	0	0	1	1	0	1	1	2	1	2	2
gene_1407	0	0	0	5	21	9	3	8	9	8	9	7
gene_1408	0	0	0	2	7	1	1	6	1	0	5	7
gene_1409	0	0	0	0	3	0	2	1	0	1	2	3
gene_141	0	0	0	0	0	0	0	0	0	0	0	0
gene_1410	0	0	0	3	3	3	5	14	5	9	8	20
gene_1411	0	0	0	11	11	12	4	5	3	5	11	13
gene_1412	0	0	0	4	13	3	3	8	6	8	8	16
gene_1413	0	0	0	1	0	0	0	1	1	0	1	2
gene_1414	0	0	0	1	2	0	4	4	1	1	1	9
gene_1415	0	0	0	45	59	31	12	13	15	12	14	23
gene_1416	0	0	0	17	29	15	11	14	5	9	15	16
gene_1417	0	0	0	0	2	4	3	3	4	1	5	0
gene_1418	0	0	0	0	0	0	0	0	0	0	0	0
gene_1419	0	0	0	27	27	26	20	33	27	17	39	51
gene_142	0	0	0	20	24	37	24	37	29	20	31	53
gene_1420	0	0	0	5	4	6	10	12	6	6	7	16
gene_1421	0	0	0	0	0	0	1	0	0	0	0	0
gene_1422	0	0	0	15	35	14	6	15	4	3	24	14
gene_1423	0	0	0	18	15	12	14	33	15	27	33	40
gene_1424	0	0	0	12	59	11	0	0	0	2	3	3
gene_1425	0	0	0	13	11	10	6	9	6	8	8	10
gene_1426	0	0	0	5	7	2	10	10	8	11	6	10
gene_1427	0	0	0	12	19	6	4	19	10	3	18	18
gene_1428	0	0	0	12	23	12	2	7	3	5	11	13
gene_1429	0	0	0	31	40	19	18	25	17	22	21	37
gene_143	0	0	0	8	14	10	9	6	8	7	14	11
gene_1430	0	0	0	29	36	20	9	14	15	10	10	29
gene_1431	0	0	0	21	28	6	13	14	16	13	13	15
gene_1432	0	0	0	1	2	0	0	1	0	0	0	0
gene_1433	0	0	0	7	6	6	10	15	14	12	10	27
gene_1434	0	0	0	10	21	14	16	20	15	10	20	32
gene_1435	0	0	0	46	93	51	44	41	30	41	51	100
gene_1436	0	0	0	58	54	38	39	36	33	27	44	67
gene_1437	0	0	0	22	59	18	28	47	29	24	43	40
gene_1438	0	0	0	0	3	2	6	3	0	2	2	5
