GeneID	GCUXS	GCUXT	GCUXU	GCUXW	GCUXX	GCUXY	GCUXZ	GCUYA	GCUYB	GCUYC	GCUYG	GCUYH
gene_1205	0	0	0	1	0	0	0	0	1	0	0	0
gene_1206	0	0	0	17	6	15	8	10	19	3	2	8
gene_1207	0	0	0	2	0	1	0	1	1	0	0	0
gene_1208	0	0	0	0	0	0	0	0	0	0	0	0
gene_1209	0	0	0	206	152	412	130	76	88	69	36	95
gene_121	0	0	0	33	16	30	28	13	15	4	5	9
gene_1210	0	0	0	147	58	100	164	64	62	38	16	61
gene_1211	0	0	0	201	61	62	75	43	47	23	13	39
gene_1212	0	0	0	1	21	9	51	1	3	4	0	5
gene_1213	0	0	0	10	5	12	6	5	2	3	0	1
gene_1214	0	0	0	6	5	6	9	9	6	4	2	10
gene_1215	0	0	0	7	1	5	5	7	9	3	1	12
gene_1216	0	0	0	39	27	66	21	8	9	3	1	13
gene_1217	0	0	0	20	14	18	14	10	5	3	3	5
gene_1218	0	0	0	0	0	0	1	0	0	1	0	3
gene_1219	0	0	0	7	3	6	4	3	0	5	0	5
gene_122	0	0	0	15	20	41	13	9	10	6	3	6
gene_1220	0	0	0	33	13	27	28	15	13	7	4	13
gene_1221	0	0	0	12	6	3	7	7	8	2	0	4
gene_1222	0	0	0	14	14	19	16	2	3	0	2	0
gene_1223	0	0	0	15	5	11	11	4	9	6	1	1
gene_1224	0	0	0	0	0	0	0	0	0	0	0	0
gene_1225	0	0	0	274	176	426	201	144	131	108	50	191
gene_1226	0	0	0	83	69	33	31	22	27	37	16	28
gene_1227	0	0	0	39	41	37	35	16	20	9	4	16
gene_1228	0	0	0	8	7	6	1	2	0	0	1	1
gene_1229	0	0	0	3	5	7	14	4	6	8	0	6
gene_123	0	0	0	11	2	6	2	6	7	0	1	3
gene_1230	0	0	0	4	11	8	7	9	10	3	3	11
gene_1231	0	0	0	14	15	35	4	6	8	4	5	9
gene_1232	0	0	0	3	4	4	2	3	0	3	0	2
gene_1233	0	0	0	22	14	21	10	8	8	4	1	9
gene_1234	0	0	0	19	7	16	15	7	10	5	2	6
gene_1235	0	0	0	30	16	28	46	26	18	17	9	23
gene_1236	0	0	0	123	77	98	103	26	41	17	9	49
gene_1237	0	0	0	22	19	23	20	12	12	3	1	6
gene_1238	0	0	0	7	3	17	15	12	4	5	0	11
gene_1239	0	0	0	16	6	14	13	12	5	7	5	9
gene_124	0	0	0	21	21	32	14	5	8	3	3	2
gene_1240	0	0	0	83	52	61	57	48	40	47	33	63
gene_1241	0	0	0	5	4	6	6	2	1	0	0	3
gene_1242	0	0	0	92	55	94	93	37	41	16	19	51
gene_1243	0	0	0	86	44	79	82	34	42	28	10	32
gene_1244	0	0	0	3	1	1	2	0	1	3	0	0
gene_1245	0	0	0	1	2	0	1	0	1	1	0	1
gene_1246	0	0	0	19	7	11	12	6	6	7	0	5
gene_1247	0	0	0	43	13	29	32	21	19	17	4	35
gene_1248	0	0	0	3	0	2	0	0	1	0	0	2
gene_1249	0	0	0	0	0	0	0	0	0	0	2	0
gene_125	0	0	0	30	16	20	17	10	8	10	3	4
gene_1250	0	0	0	5	3	5	2	2	3	3	1	2
gene_1251	0	0	0	9	12	16	5	5	3	5	0	1
gene_1252	0	0	0	43	35	46	54	12	23	9	5	21
gene_1253	0	0	0	0	0	0	0	0	0	0	0	0
gene_1254	0	0	0	16	10	18	13	17	13	6	4	11
gene_1255	0	0	0	17	7	11	10	7	5	5	1	2
gene_1256	0	0	0	21	17	20	15	17	12	8	6	19
gene_1257	0	0	0	36	10	38	28	21	16	20	8	25
gene_1258	0	0	0	60	38	46	37	13	22	11	4	11
gene_1259	0	0	0	0	1	0	0	2	5	0	4	33
gene_126	0	0	0	0	2	3	2	2	2	1	2	2
gene_1260	0	0	0	0	0	0	0	0	0	0	0	0
gene_1261	0	0	0	19	9	11	14	4	7	2	4	11
gene_1262	0	0	0	20	17	32	9	4	1	6	1	9
gene_1263	0	0	0	64	43	71	88	49	48	26	13	66
gene_1264	0	0	0	214	138	342	156	104	86	65	34	86
gene_1265	0	0	0	9	3	8	4	2	0	0	0	6
gene_1266	0	0	0	15	3	7	10	1	4	6	1	3
gene_1267	0	0	0	14	16	14	8	10	3	5	0	6
gene_1268	0	0	0	21	10	16	20	8	3	6	2	8
gene_1269	0	0	0	0	3	11	11	1	2	2	6	5
gene_127	0	0	0	0	0	0	0	0	0	0	0	0
gene_1270	0	0	0	23	16	33	1	3	5	2	0	3
gene_1271	0	0	0	0	0	1	3	3	0	0	0	1
gene_1272	0	0	0	37	17	36	72	35	30	29	12	53
gene_1273	0	0	0	24	6	16	26	6	18	7	18	19
gene_1274	0	0	0	15	4	5	34	25	15	19	1	19
gene_1275	0	0	0	49	28	61	66	23	17	16	6	23
gene_1276	0	0	0	24	17	29	18	9	5	7	3	21
gene_1277	0	0	0	11	6	9	16	14	10	5	2	12
gene_1278	0	0	0	3	2	4	5	0	0	2	0	1
gene_1279	0	0	0	14	3	11	11	8	8	11	1	8
gene_128	0	0	0	10	10	11	10	7	10	3	3	13
gene_1280	0	0	0	94	73	202	73	37	41	11	9	30
gene_1281	0	0	0	96	47	49	36	33	38	44	16	22
gene_1282	0	0	0	84	129	156	260	147	218	86	51	171
gene_1283	0	0	0	0	0	0	1	0	0	0	0	0
gene_1284	0	0	0	54	39	25	25	9	8	10	6	10
gene_1285	0	0	0	31	14	37	20	9	12	5	3	6
gene_1286	0	0	0	16	16	39	54	27	36	21	5	44
gene_1287	0	0	0	3	0	3	1	0	1	0	0	0
gene_1288	0	0	0	30	24	35	15	9	12	8	7	3
gene_1289	0	0	0	10	10	13	15	12	14	5	1	9
gene_129	0	0	0	7	5	14	14	6	3	4	1	4
gene_1290	0	0	0	12	14	33	17	5	2	3	1	3
gene_1291	0	0	0	9	13	15	13	8	16	9	3	11
gene_1292	0	0	0	40	40	62	38	16	12	4	4	14
gene_1293	0	0	0	0	0	0	0	0	0	0	0	0
gene_1294	0	0	0	0	0	0	0	0	0	0	0	0
gene_1295	0	0	0	295	98	265	188	95	89	47	31	92
gene_1296	0	0	0	93	59	64	113	36	57	28	14	53
gene_1297	0	0	0	10	7	6	12	3	3	4	0	9
gene_1298	0	0	0	21	15	25	20	7	8	9	4	9
gene_1299	0	0	0	170	64	103	94	61	57	19	14	64
gene_13	0	0	0	6	4	12	28	10	12	5	3	11
gene_130	0	0	0	27	20	28	32	13	5	4	6	7
gene_1300	0	0	0	8	9	7	13	3	4	2	1	8
gene_1301	0	0	0	5	3	6	2	2	0	2	3	0
gene_1302	0	0	0	0	0	0	0	0	0	0	0	0
gene_1303	0	0	0	0	0	0	0	0	0	0	0	0
gene_1304	0	0	0	96	49	96	93	50	34	21	8	42
gene_1305	0	0	0	8	1	2	6	2	0	0	1	0
gene_1306	0	0	0	14	5	2	24	13	5	13	4	7
gene_1307	0	0	0	16	9	13	10	4	11	2	1	11
gene_1308	0	0	0	0	0	0	3	0	1	0	0	0
gene_1309	0	0	0	0	0	0	0	0	0	0	0	0
gene_131	0	0	0	47	32	66	17	14	20	17	8	19
gene_1310	0	0	0	8	6	7	9	2	4	0	0	2
gene_1311	0	0	0	2	3	3	0	2	0	0	1	1
gene_1312	0	0	0	36	30	40	75	18	14	6	5	21
gene_1313	0	0	0	38	18	25	34	13	11	19	5	16
gene_1314	0	0	0	10	6	15	5	7	8	2	0	9
gene_1315	0	0	0	42	13	37	39	19	13	11	5	13
gene_1316	0	0	0	23	13	21	26	10	9	8	9	17
gene_1317	0	0	0	45	35	40	33	16	19	17	4	27
gene_1318	0	0	0	8	2	2	7	6	3	4	0	11
gene_1319	0	0	0	118	58	109	101	55	51	31	17	52
gene_132	0	0	0	6	3	14	7	3	0	3	0	2
gene_1320	0	0	0	15	4	5	5	7	1	5	0	3
gene_1321	0	0	0	0	0	0	0	0	0	0	0	1
gene_1322	0	0	0	91	45	72	108	32	39	31	25	39
gene_1323	0	0	0	163	84	134	162	80	76	40	18	69
gene_1324	0	0	0	23	4	9	22	4	5	2	1	11
gene_1325	0	0	0	63	33	91	45	23	20	9	10	27
gene_1326	0	0	0	51	22	38	35	22	25	10	4	25
gene_1327	0	0	0	21	12	28	19	9	15	16	2	10
gene_1328	0	0	0	4	5	7	8	2	2	4	0	4
gene_1329	0	0	0	15	5	8	19	7	8	4	2	12
gene_133	0	0	0	39	18	45	25	10	7	1	0	6
gene_1330	0	0	0	32	19	22	17	14	9	5	0	5
gene_1331	0	0	0	0	2	0	1	2	0	1	0	0
gene_1332	0	0	0	2	5	10	7	0	5	0	1	2
gene_1333	0	0	0	1	0	0	0	0	0	0	0	0
gene_1334	0	0	0	24	9	31	20	10	14	9	3	14
gene_1335	0	0	0	39	38	65	91	64	58	38	23	62
gene_1336	0	0	0	1	0	0	1	0	0	4	1	4
gene_1337	0	0	0	11	10	9	3	2	4	3	0	1
gene_1338	0	0	0	4	5	8	6	2	7	1	6	1
gene_1339	0	0	0	12	14	18	27	14	6	6	2	15
gene_134	0	0	0	24	10	26	16	9	3	8	4	5
gene_1340	0	0	0	39	22	24	40	15	12	16	9	15
gene_1341	0	0	0	21	9	13	13	5	7	3	1	6
gene_1342	0	0	0	9	3	4	6	6	1	1	1	3
gene_1343	0	0	0	2	6	2	14	13	8	7	2	13
gene_1344	0	0	0	2	3	2	4	7	6	0	0	0
gene_1345	0	0	0	7	0	1	4	1	4	2	0	0
gene_1346	0	0	0	13	6	9	9	1	4	3	1	8
gene_1347	0	0	0	2	2	1	0	6	4	1	1	0
gene_1348	0	0	0	42	24	41	45	24	26	14	10	23
gene_1349	0	0	0	21	8	16	17	12	13	2	5	11
gene_135	0	0	0	16	2	11	7	4	4	2	1	11
gene_1350	0	0	0	4	6	7	8	5	5	3	0	7
gene_1351	0	0	0	2	0	8	3	1	0	1	0	1
gene_1352	0	0	0	97	49	64	111	34	46	14	19	69
gene_1353	0	0	0	5	9	11	4	0	0	2	0	6
gene_1354	0	0	0	3	4	10	6	4	2	3	1	6
gene_1355	0	0	0	0	0	0	0	0	0	0	0	0
gene_1356	0	0	0	13	2	4	29	10	12	8	9	19
gene_1357	0	0	0	8	12	8	67	40	62	22	9	40
gene_1358	0	0	0	1	6	2	2	3	0	0	3	2
gene_1359	0	0	0	0	1	1	1	0	1	0	1	0
gene_136	0	0	0	29	16	17	22	12	6	13	3	8
gene_1360	0	0	0	56	19	28	16	18	8	10	5	16
gene_1361	0	0	0	22	24	28	18	3	10	5	2	10
gene_1362	0	0	0	27	16	11	12	7	5	1	2	9
gene_1363	0	0	0	20	7	24	35	18	17	19	10	21
gene_1364	0	0	0	0	0	1	0	0	0	0	0	0
gene_1365	0	0	0	0	0	1	0	0	0	0	0	0
gene_1366	0	0	0	10	3	9	7	2	0	3	2	4
gene_1367	0	0	0	100	64	125	136	88	83	53	28	89
gene_1368	0	0	0	116	83	180	94	81	58	68	32	66
gene_1369	0	0	0	13	19	39	11	4	5	2	1	4
gene_137	0	0	0	264	94	129	224	88	90	66	36	119
gene_1370	0	0	0	8	3	5	8	4	2	8	2	13
gene_1371	0	0	0	0	0	0	0	0	0	0	0	0
gene_1372	0	0	0	0	0	0	0	0	0	0	0	0
gene_1373	0	0	0	36	14	40	41	24	15	13	9	11
gene_1374	0	0	0	1	2	2	5	5	6	1	0	1
gene_1375	0	0	0	1	2	4	5	0	0	0	0	1
gene_1376	0	0	0	163	143	325	127	95	80	64	36	92
gene_1377	0	0	0	1	1	0	0	0	0	0	0	0
gene_1378	0	0	0	34	15	15	8	8	11	4	2	3
gene_1379	0	0	0	50	30	38	50	43	32	24	13	30
gene_138	0	0	0	103	94	125	65	73	95	24	19	88
gene_1380	0	0	0	193	99	291	166	57	57	39	20	74
gene_1381	0	0	0	13	16	14	8	7	11	6	1	12
gene_1382	0	0	0	58	38	97	49	30	21	8	6	24
gene_1383	0	0	0	7	2	3	6	8	0	3	2	10
gene_1384	0	0	0	18	11	30	16	7	7	9	3	5
gene_1385	0	0	0	517	254	353	385	269	176	99	43	256
gene_1386	0	0	0	4	3	5	4	0	2	1	0	1
gene_1387	0	0	0	11	5	5	10	3	3	4	1	4
gene_1388	0	0	0	105	62	104	106	57	42	36	12	61
gene_1389	0	0	0	26	12	19	26	10	19	15	7	16
gene_139	0	0	0	31	10	58	23	17	14	7	4	17
gene_1390	0	0	0	28	20	19	37	27	17	12	6	15
gene_1391	0	0	0	4	1	3	6	1	0	1	1	0
gene_1392	0	0	0	30	20	26	51	26	25	24	10	12
gene_1393	0	0	0	195	207	372	83	14	12	33	18	35
gene_1394	0	0	0	3	3	10	8	3	3	3	1	5
gene_1395	0	0	0	29	14	32	26	18	15	7	4	14
gene_1396	0	0	0	21	9	20	19	7	9	8	0	19
gene_1397	0	0	0	109	46	29	33	38	37	9	18	42
gene_1398	0	0	0	11	4	3	7	12	7	10	2	7
gene_1399	0	0	0	34	25	52	48	19	34	12	3	13
gene_14	0	0	0	3	5	7	9	2	1	0	2	2
gene_140	0	0	0	1	6	2	4	0	0	5	1	1
gene_1400	0	0	0	0	0	0	0	0	0	0	0	0
gene_1401	0	0	0	22	8	6	20	17	8	4	7	17
gene_1402	0	0	0	22	6	8	13	11	1	9	3	7
gene_1403	0	0	0	8	7	7	15	6	7	1	0	5
gene_1404	0	0	0	5	5	10	8	10	10	4	0	5
gene_1405	0	0	0	6	0	2	6	2	4	3	0	3
gene_1406	0	0	0	3	0	0	0	0	1	0	0	3
gene_1407	0	0	0	17	8	13	8	8	4	4	4	4
gene_1408	0	0	0	0	3	5	3	0	3	1	0	1
gene_1409	0	0	0	0	0	2	1	0	0	1	0	0
gene_141	0	0	0	0	0	0	0	0	0	0	0	0
gene_1410	0	0	0	17	2	3	8	10	10	2	2	14
gene_1411	0	0	0	19	3	15	7	9	8	3	3	5
gene_1412	0	0	0	11	1	9	23	17	22	5	6	17
gene_1413	0	0	0	1	4	0	0	2	1	0	1	2
gene_1414	0	0	0	3	2	3	1	7	1	1	1	4
gene_1415	0	0	0	29	27	50	26	9	18	6	7	10
gene_1416	0	0	0	19	18	36	17	8	13	12	1	4
gene_1417	0	0	0	3	0	1	3	1	4	0	0	3
gene_1418	0	0	0	0	3	1	1	0	1	0	0	0
gene_1419	0	0	0	53	23	46	46	26	16	10	7	32
gene_142	0	0	0	55	27	60	51	19	36	9	8	31
gene_1420	0	0	0	15	8	17	11	5	13	0	4	5
gene_1421	0	0	0	0	0	1	3	0	0	0	0	1
gene_1422	0	0	0	12	13	27	14	5	7	4	3	14
gene_1423	0	0	0	30	16	19	7	12	9	10	5	24
gene_1424	0	0	0	1	4	61	4	1	1	1	0	0
gene_1425	0	0	0	8	6	12	12	3	7	5	2	5
gene_1426	0	0	0	4	3	6	10	6	6	2	1	4
gene_1427	0	0	0	14	6	18	10	6	8	9	5	17
gene_1428	0	0	0	17	9	21	11	4	10	1	3	10
gene_1429	0	0	0	56	18	42	33	21	19	9	6	29
gene_143	0	0	0	22	9	19	36	8	8	11	2	6
gene_1430	0	0	0	35	18	37	23	11	10	7	4	11
gene_1431	0	0	0	21	9	30	28	7	7	3	0	13
gene_1432	0	0	0	1	0	1	0	1	0	0	0	0
gene_1433	0	0	0	20	12	10	23	9	12	10	2	22
gene_1434	0	0	0	26	10	16	27	15	12	11	7	19
gene_1435	0	0	0	88	62	78	53	30	36	20	11	53
gene_1436	0	0	0	60	34	51	73	23	43	19	10	36
gene_1437	0	0	0	72	26	51	37	23	19	15	5	31
gene_1438	0	0	0	1	0	3	2	5	6	0	0	2
gene_1439	0	0	0	19	26	28	18	9	11	2	2	14
gene_144	0	0	0	0	2	1	0	1	0	0	1	0
gene_1440	0	0	0	18	8	36	19	11	8	7	2	16
gene_1441	0	0	0	5	6	5	4	4	3	1	0	5
gene_1442	0	0	0	46	16	44	58	35	17	14	4	24
gene_1443	0	0	0	15	23	30	19	6	5	1	0	8
gene_1444	0	0	0	14	3	19	15	7	3	2	3	10
gene_1445	0	0	0	24	14	22	19	16	22	11	9	22
gene_1446	0	0	0	62	54	58	105	66	76	33	22	74
gene_1447	0	0	0	26	13	47	30	14	22	9	7	27
gene_1448	0	0	0	23	13	33	27	15	24	13	6	21
gene_1449	0	0	0	5	1	17	12	6	6	4	1	6
gene_145	0	0	0	0	0	0	0	0	0	0	0	0
gene_1450	0	0	0	8	7	15	5	2	5	4	0	6
gene_1451	0	0	0	24	19	20	17	14	7	14	4	23
gene_1452	0	0	0	14	3	7	12	5	6	5	3	4
gene_1453	0	0	0	7	2	6	1	8	2	5	0	4
gene_1454	0	0	0	38	13	13	22	7	7	9	2	3
gene_1455	0	0	0	17	6	13	17	6	11	6	9	6
gene_1456	0	0	0	57	33	68	62	23	17	18	5	31
gene_1457	0	0	0	84	29	70	101	34	29	34	7	40
gene_1458	0	0	0	2	0	2	0	2	0	0	0	0
gene_1459	0	0	0	315	202	214	267	180	146	123	27	134
gene_146	0	0	0	0	0	0	0	0	0	0	0	0
gene_1460	0	0	0	108	75	72	76	39	28	27	8	53
gene_1461	0	0	0	21	19	26	15	11	9	6	9	6
gene_1462	0	0	0	150	85	154	137	75	75	37	7	76
gene_1463	0	0	0	7	0	8	5	6	6	2	0	7
gene_1464	0	0	0	55	29	63	42	23	27	22	10	30
gene_1465	0	0	0	37	14	45	51	11	19	10	4	13
gene_1466	0	0	0	6	3	25	7	4	6	0	0	6
gene_1467	0	0	0	23	10	13	34	8	16	11	3	12
gene_1468	0	0	0	39	52	68	74	29	42	14	11	25
gene_1469	0	0	0	5	2	10	3	2	2	4	0	4
gene_147	0	0	0	29	6	11	29	13	7	6	4	8
gene_1470	0	0	0	51	28	36	65	35	19	15	8	18
gene_1471	0	0	0	282	141	207	137	84	56	62	13	72
gene_1472	0	0	0	3	1	3	1	0	1	1	0	4
gene_1473	0	0	0	28	18	40	34	15	11	14	5	21
gene_1474	0	0	0	16	5	27	13	9	2	3	4	3
gene_1475	0	0	0	15	22	35	6	2	1	2	0	10
gene_1476	0	0	0	7	4	7	5	13	9	1	2	4
gene_1477	0	0	0	116	63	113	58	28	29	23	5	45
gene_1478	0	0	0	31	17	21	25	15	19	18	4	30
gene_1479	0	0	0	14	12	11	11	6	15	7	3	4
gene_148	0	0	0	21	10	25	13	6	16	3	2	5
gene_1480	0	0	0	36	17	23	24	13	18	8	5	15
gene_1481	0	0	0	96	50	25	16	15	20	12	12	9
gene_1482	0	0	0	0	0	0	1	0	0	0	0	0
gene_1483	0	0	0	26	27	38	15	9	12	10	6	15
gene_1484	0	0	0	5	2	4	17	9	6	12	2	9
gene_1485	0	0	0	2	0	2	2	1	6	3	0	0
gene_1486	0	0	0	35	13	33	51	19	31	12	11	21
gene_1487	0	0	0	18	8	12	22	9	8	3	6	12
gene_1488	0	0	0	20	9	19	20	12	8	14	4	16
gene_1489	0	0	0	16	9	15	7	10	4	2	0	7
gene_149	0	0	0	105	40	80	66	57	47	39	20	34
gene_1490	0	0	0	1	0	0	1	0	0	0	0	0
gene_1491	0	0	0	77	43	72	67	32	33	14	5	37
gene_1492	0	0	0	6	7	12	5	2	5	2	0	5
gene_1493	0	0	0	0	0	0	0	0	0	0	0	0
gene_1494	0	0	0	37	21	50	87	33	56	13	8	47
gene_1495	0	0	0	17	8	14	16	10	7	4	2	20
gene_1496	0	0	0	17	15	23	26	12	14	6	7	9
gene_1497	0	0	0	8	5	5	10	7	7	3	0	6
gene_1498	0	0	0	30	14	20	14	7	11	9	4	10
gene_1499	0	0	0	0	1	3	0	0	1	2	0	0
gene_15	0	0	0	26	13	12	18	15	12	6	3	7
gene_150	0	0	0	26	13	29	36	21	25	10	8	17
gene_1500	0	0	0	17	7	17	24	10	13	3	6	3
gene_1501	0	0	0	20	7	27	36	13	15	4	3	10
gene_1502	0	0	0	27	23	32	26	11	11	12	2	7
gene_1503	0	0	0	28	12	22	29	12	20	22	5	20
gene_1504	0	0	0	9	7	11	9	7	9	2	0	3
gene_1505	0	0	0	6	2	2	7	3	1	3	3	4
gene_1506	0	0	0	1	0	0	0	0	0	0	0	0
gene_1507	0	0	0	0	0	0	0	0	0	0	0	0
gene_1508	0	0	0	4	0	1	1	2	0	1	0	1
gene_1509	0	0	0	414	180	317	337	146	150	82	24	112
gene_151	0	0	0	0	0	0	0	0	0	0	0	0
gene_1510	0	0	0	11	12	14	9	5	5	8	4	3
gene_1511	0	0	0	4	7	3	5	2	5	1	0	6
gene_1512	0	0	0	13	10	11	16	8	7	1	0	6
gene_1513	0	0	0	0	0	1	0	0	0	0	0	0
gene_1514	0	0	0	37	20	46	44	28	29	12	4	26
gene_1515	0	0	0	12	28	19	35	6	12	7	4	10
gene_1516	0	0	0	0	0	0	0	0	0	0	0	0
gene_1517	0	0	0	16	17	14	27	15	26	61	23	33
gene_1518	0	0	0	0	0	0	0	0	0	0	0	0
gene_1519	0	0	0	27	12	13	14	5	11	7	2	6
gene_152	0	0	0	8	4	5	9	4	2	1	0	2
gene_1520	0	0	0	1	9	9	4	2	3	2	0	2
gene_1521	0	0	0	51	21	45	38	9	12	9	7	12
gene_1522	0	0	0	215	122	159	229	62	100	48	24	74
gene_1523	0	0	0	0	0	0	0	0	3	0	0	0
gene_1524	0	0	0	1	0	0	2	0	3	0	0	0
gene_1525	0	0	0	104	71	147	109	43	33	20	4	38
gene_1526	0	0	0	27	18	40	35	17	11	5	0	12
gene_1527	0	0	0	42	28	121	36	16	22	15	3	30
gene_1528	0	0	0	6	4	8	8	11	3	4	0	8
gene_1529	0	0	0	1	0	0	0	0	0	0	0	0
gene_153	0	0	0	37	26	40	39	21	16	17	6	25
gene_1530	0	0	0	0	0	0	0	0	0	0	0	0
gene_1531	0	0	0	0	0	0	0	0	0	0	0	0
gene_1532	0	0	0	3	6	11	16	6	5	5	0	11
gene_1533	0	0	0	6	5	5	2	2	5	1	0	1
gene_1534	0	0	0	0	1	0	0	0	0	0	0	0
gene_1535	0	0	0	315	130	295	172	78	67	43	13	47
gene_1536	0	0	0	7	3	0	9	1	2	5	0	2
gene_1537	0	0	0	26	25	48	34	15	11	13	3	16
gene_1538	0	0	0	115	71	158	66	32	43	15	12	43
gene_1539	0	0	0	140	61	37	150	60	64	65	15	57
gene_154	0	0	0	16	5	11	7	7	8	0	1	5
gene_1540	0	0	0	22	11	23	22	21	10	7	7	15
gene_1541	0	0	0	14	8	19	16	5	5	2	0	0
gene_1542	0	0	0	21	10	13	27	11	8	9	3	5
gene_1543	0	0	0	40	23	41	53	12	15	13	4	41
gene_1544	0	0	0	2	5	4	0	1	0	1	0	3
gene_1545	0	0	0	18	4	22	8	6	4	4	0	5
gene_1546	0	0	0	7	6	8	10	7	4	2	0	5
gene_1547	0	0	0	105	74	131	113	41	43	33	11	58
gene_1548	0	0	0	1	0	2	0	0	0	0	0	0
gene_1549	0	0	0	47	21	31	35	18	10	4	2	17
gene_155	0	0	0	3	1	2	3	2	3	0	1	3
gene_1550	0	0	0	18	12	11	16	11	6	3	0	6
gene_1551	0	0	0	28	17	26	33	16	17	13	2	4
gene_1552	0	0	0	53	43	54	44	15	24	11	3	9
gene_1553	0	0	0	0	0	0	0	0	0	0	0	0
gene_1554	0	0	0	4	0	5	5	2	0	3	0	1
gene_1555	0	0	0	23	8	18	24	13	3	7	3	15
gene_1556	0	0	0	17	5	14	15	11	9	3	3	5
gene_1557	0	0	0	36	26	63	42	30	39	30	10	33
gene_1558	0	0	0	24	10	16	9	6	10	4	0	5
gene_1559	0	0	0	0	1	0	0	2	2	0	0	1
gene_156	0	0	0	6	5	6	2	0	3	1	0	0
gene_1560	0	0	0	10	4	4	8	4	6	2	1	2
gene_1561	0	0	0	16	6	17	22	12	6	3	2	13
gene_1562	0	0	0	95	59	74	77	50	35	20	18	30
gene_1563	0	0	0	16	8	11	12	6	19	5	3	10
gene_1564	0	0	0	11	9	18	11	1	11	1	1	14
gene_1565	0	0	0	13	18	27	24	8	6	7	3	4
gene_1566	0	0	0	131	66	99	132	46	61	33	15	45
gene_1567	0	0	0	32	19	28	22	23	20	11	14	19
gene_1568	0	0	0	0	0	0	0	0	0	0	0	0
gene_1569	0	0	0	12	2	14	16	7	11	4	5	10
gene_157	0	0	0	0	0	0	0	0	0	0	0	0
gene_1570	0	0	0	68	21	44	124	44	38	44	12	64
gene_1571	0	0	0	22	16	29	18	10	14	15	4	9
gene_1572	0	0	0	0	0	0	0	0	0	0	0	0
gene_1573	0	0	0	0	0	0	0	0	0	0	0	0
gene_1574	0	0	0	20	7	18	19	4	10	6	0	4
gene_1575	0	0	0	12	8	12	11	4	6	2	3	1
gene_1576	0	0	0	67	34	64	81	29	46	25	9	40
gene_1577	0	0	0	0	0	0	0	0	0	1	0	0
gene_1578	0	0	0	3	0	2	3	0	1	2	0	2
gene_1579	0	0	0	2	0	4	3	0	2	0	2	0
gene_158	0	0	0	6	1	3	1	0	1	2	0	1
gene_1580	0	0	0	2	1	1	1	1	0	0	0	3
gene_1581	0	0	0	3	2	4	7	8	5	2	9	5
gene_1582	0	0	0	672	350	618	257	227	328	47	54	97
gene_1583	0	0	0	30	8	17	12	12	15	5	1	5
gene_1584	0	0	0	60	20	61	43	25	23	15	12	29
gene_1585	0	0	0	3	2	4	1	1	0	3	1	0
gene_1586	0	0	0	85	56	168	112	78	62	65	33	77
gene_1587	0	0	0	5	2	8	5	3	9	4	1	6
gene_1588	0	0	0	26	17	20	18	7	11	9	5	11
gene_1589	0	0	0	1	1	0	0	1	4	0	0	0
gene_159	0	0	0	15	1	13	6	8	8	2	4	7
gene_1590	0	0	0	6	3	3	5	2	3	0	1	0
gene_1591	0	0	0	10	4	11	13	8	11	5	2	7
gene_1592	0	0	0	13	14	8	14	2	7	3	1	10
gene_1593	0	0	0	0	0	0	0	0	0	0	0	0
gene_1594	0	0	0	59	33	41	59	23	22	13	9	32
gene_1595	0	0	0	2	0	1	2	0	1	1	0	2
gene_1596	0	0	0	9	1	6	5	7	9	2	0	2
gene_1597	0	0	0	0	0	0	0	0	0	0	0	0
gene_1598	0	0	0	13	7	16	22	7	9	2	1	15
gene_1599	0	0	0	17	170	42	14	121	53	80	88	135
gene_16	0	0	0	20	12	30	18	12	6	0	5	7
gene_160	0	0	0	8	4	11	4	1	2	1	0	1
gene_1600	0	0	0	27	26	29	18	14	7	9	3	10
gene_1601	0	0	0	7	8	5	30	13	7	11	6	5
gene_1602	0	0	0	12	2	7	33	14	8	20	1	17
gene_1603	0	0	0	60	20	30	40	27	11	16	7	14
gene_1604	0	0	0	0	0	0	0	0	1	0	0	0
gene_1605	0	0	0	171	100	145	169	74	75	48	24	78
gene_1606	0	0	0	7	4	8	4	2	6	2	3	4
gene_1607	0	0	0	1	1	1	1	0	0	3	0	1
gene_1608	0	0	0	88	66	79	135	142	114	69	42	126
gene_1609	0	0	0	0	0	0	0	0	0	0	0	0
gene_161	0	0	0	3	0	1	2	0	0	0	0	0
gene_1610	0	0	0	0	0	0	0	0	0	0	0	0
gene_1611	0	0	0	5	1	2	4	1	3	0	0	1
gene_1612	0	0	0	3	1	8	4	5	2	0	2	3
gene_1613	0	0	0	4	0	0	1	0	0	1	1	0
gene_1614	0	0	0	14	12	26	16	13	19	9	1	14
gene_1615	0	0	0	0	0	0	0	0	0	0	0	0
gene_1616	0	0	0	210	94	134	162	66	85	49	19	91
gene_1617	0	0	0	24	27	64	92	47	40	33	12	55
gene_1618	0	0	0	0	0	0	0	0	2	0	0	0
gene_1619	0	0	0	22	18	20	54	14	18	11	8	25
gene_162	0	0	0	1	1	1	3	0	2	0	0	0
gene_1620	0	0	0	7	12	20	7	4	5	3	4	12
gene_1621	0	0	0	5	10	5	13	8	16	5	1	16
gene_1622	0	0	0	2	1	2	7	8	14	1	2	5
gene_1623	0	0	0	13	6	2	1	3	2	1	0	2
