GeneID	GGHNY	GGHNZ	GGHOA	GGHOH	GGHON	GGHOO	GGHOP	GGHOS	GGHOT	GGHOB	GGHOC	GGHOG
gene_1205	0	0	0	0	1	0	0	1	3	0	3	1
gene_1206	0	0	0	11	2	2	1	11	18	0	1	6
gene_1207	0	0	0	1	0	0	0	2	3	0	0	1
gene_1208	0	0	0	0	0	0	0	0	0	0	0	0
gene_1209	0	0	0	341	232	126	21	219	229	66	87	135
gene_121	0	0	0	27	14	12	6	27	39	2	8	22
gene_1210	0	0	0	176	55	51	21	132	130	20	61	79
gene_1211	0	0	0	162	40	73	10	68	83	23	36	36
gene_1212	0	0	0	17	9	9	0	7	4	3	3	2
gene_1213	0	0	0	17	10	12	0	1	3	0	2	2
gene_1214	0	0	0	9	12	10	3	15	16	6	4	8
gene_1215	0	0	0	6	2	4	4	13	30	6	7	13
gene_1216	0	0	0	19	32	13	4	21	38	3	9	7
gene_1217	0	0	0	21	7	11	0	10	25	1	9	12
gene_1218	0	0	0	0	0	0	0	2	0	0	0	2
gene_1219	0	0	0	4	3	5	1	7	5	1	0	4
gene_122	0	0	0	42	28	9	2	16	10	4	8	5
gene_1220	0	0	0	35	12	16	9	29	27	7	11	18
gene_1221	0	0	0	11	4	5	1	6	15	1	6	3
gene_1222	0	0	0	18	11	7	0	10	18	0	2	2
gene_1223	0	0	0	15	2	9	1	10	14	3	4	11
gene_1224	0	0	0	0	0	0	0	0	0	0	0	0
gene_1225	0	0	0	415	226	141	41	304	349	77	136	210
gene_1226	0	0	0	183	15	105	6	34	36	16	20	50
gene_1227	0	0	0	54	34	23	3	26	32	7	18	22
gene_1228	0	0	0	18	2	4	1	5	7	2	3	3
gene_1229	0	0	0	14	10	9	1	15	16	7	5	7
gene_123	0	0	0	7	4	3	1	10	6	0	4	3
gene_1230	0	0	0	17	10	3	0	9	2	5	6	5
gene_1231	0	0	0	27	10	15	0	14	9	11	4	25
gene_1232	0	0	0	8	3	4	1	9	4	0	0	2
gene_1233	0	0	0	10	5	2	2	14	15	5	0	3
gene_1234	0	0	0	17	9	8	2	5	18	2	7	5
gene_1235	0	0	0	33	19	12	3	33	43	3	16	29
gene_1236	0	0	0	135	80	36	16	114	113	14	31	54
gene_1237	0	0	0	24	8	12	3	15	26	3	9	20
gene_1238	0	0	0	12	4	5	1	21	17	7	6	12
gene_1239	0	0	0	20	9	2	5	18	26	3	3	6
gene_124	0	0	0	30	25	8	2	19	16	2	10	5
gene_1240	0	0	0	113	37	57	11	87	72	34	24	91
gene_1241	0	0	0	4	1	5	0	0	2	0	1	2
gene_1242	0	0	0	132	42	37	12	103	75	12	32	43
gene_1243	0	0	0	91	42	38	22	89	79	21	33	37
gene_1244	0	0	0	1	2	2	0	0	4	0	2	1
gene_1245	0	0	0	3	0	0	0	0	2	0	0	2
gene_1246	0	0	0	18	18	5	3	18	24	3	4	10
gene_1247	0	0	0	58	24	21	10	47	47	13	14	38
gene_1248	0	0	0	2	3	0	0	0	0	0	0	0
gene_1249	0	0	0	0	0	0	0	0	0	0	0	0
gene_125	0	0	0	30	15	5	6	22	28	3	4	9
gene_1250	0	0	0	0	1	1	0	2	6	0	5	0
gene_1251	0	0	0	16	7	2	4	13	6	6	3	3
gene_1252	0	0	0	42	26	17	3	35	51	6	11	32
gene_1253	0	0	0	0	0	0	0	0	0	0	0	0
gene_1254	0	0	0	17	12	10	4	28	24	5	14	13
gene_1255	0	0	0	18	8	5	1	14	14	3	4	4
gene_1256	0	0	0	40	14	12	2	28	26	6	6	16
gene_1257	0	0	0	31	13	14	7	44	40	11	15	26
gene_1258	0	0	0	46	30	28	4	40	42	5	14	30
gene_1259	0	0	0	0	1	0	1	13	1	4	20	5
gene_126	0	0	0	6	3	2	0	4	10	0	2	4
gene_1260	0	0	0	0	0	0	0	0	0	0	0	1
gene_1261	0	0	0	11	15	4	3	20	21	1	3	15
gene_1262	0	0	0	20	15	9	1	14	17	0	8	3
gene_1263	0	0	0	70	36	29	25	111	99	29	49	68
gene_1264	0	0	0	332	189	118	38	200	258	51	85	140
gene_1265	0	0	0	8	4	2	0	6	3	4	1	3
gene_1266	0	0	0	5	9	7	2	10	5	0	6	4
gene_1267	0	0	0	18	6	1	3	11	14	1	6	6
gene_1268	0	0	0	34	19	13	1	14	30	6	4	12
gene_1269	0	0	0	9	4	3	0	19	10	0	3	12
gene_127	0	0	0	0	0	0	0	0	0	0	0	0
gene_1270	0	0	0	21	11	6	1	5	15	2	1	10
gene_1271	0	0	0	1	0	1	0	4	2	0	0	2
gene_1272	0	0	0	55	24	22	6	70	55	28	27	39
gene_1273	0	0	0	22	6	11	8	33	26	7	17	20
gene_1274	0	0	0	9	2	2	7	50	30	15	23	34
gene_1275	0	0	0	74	35	13	8	56	50	9	25	37
gene_1276	0	0	0	30	20	23	1	17	13	6	4	13
gene_1277	0	0	0	24	8	6	1	18	25	5	7	10
gene_1278	0	0	0	4	5	2	1	4	5	0	2	2
gene_1279	0	0	0	21	9	1	3	18	20	3	6	9
gene_128	0	0	0	11	4	3	1	16	11	2	6	11
gene_1280	0	0	0	166	152	52	13	57	44	17	17	26
gene_1281	0	0	0	110	37	51	6	55	65	22	42	43
gene_1282	0	0	0	232	82	134	45	344	353	59	105	193
gene_1283	0	0	0	1	0	0	0	0	0	0	0	0
gene_1284	0	0	0	66	16	30	0	26	41	8	12	12
gene_1285	0	0	0	19	11	13	2	31	25	2	8	13
gene_1286	0	0	0	20	26	8	17	57	56	6	27	26
gene_1287	0	0	0	0	0	0	0	0	1	0	0	0
gene_1288	0	0	0	50	21	9	4	16	33	1	8	13
gene_1289	0	0	0	19	7	7	0	24	18	8	8	9
gene_129	0	0	0	6	1	9	2	16	23	0	2	7
gene_1290	0	0	0	17	13	5	2	10	9	0	1	2
gene_1291	0	0	0	45	12	5	2	22	32	6	9	7
gene_1292	0	0	0	68	36	18	3	43	28	7	16	12
gene_1293	0	0	0	0	0	0	0	0	0	0	0	0
gene_1294	0	0	0	0	0	0	0	0	0	0	0	0
gene_1295	0	0	0	311	170	64	30	196	251	37	72	97
gene_1296	0	0	0	104	48	32	14	95	92	10	27	61
gene_1297	0	0	0	4	3	2	5	10	12	1	7	1
gene_1298	0	0	0	23	18	3	3	14	25	7	10	14
gene_1299	0	0	0	174	68	41	15	137	154	12	69	70
gene_13	0	0	0	12	6	2	3	18	18	4	2	9
gene_130	0	0	0	36	11	7	1	22	37	7	11	14
gene_1300	0	0	0	12	2	7	2	8	20	3	0	5
gene_1301	0	0	0	8	2	5	1	3	7	0	3	2
gene_1302	0	0	0	0	0	0	0	0	0	0	0	0
gene_1303	0	0	0	0	0	0	0	0	0	0	0	0
gene_1304	0	0	0	86	85	34	13	70	77	23	16	37
gene_1305	0	0	0	3	1	3	1	3	7	1	3	0
gene_1306	0	0	0	12	3	1	5	25	18	11	11	18
gene_1307	0	0	0	8	9	3	1	9	12	4	10	11
gene_1308	0	0	0	0	0	1	0	1	1	2	0	1
gene_1309	0	0	0	0	0	0	0	0	0	0	0	0
gene_131	0	0	0	70	37	21	7	34	37	6	16	24
gene_1310	0	0	0	5	7	4	1	9	16	0	1	7
gene_1311	0	0	0	4	3	0	0	3	3	0	0	1
gene_1312	0	0	0	36	15	13	5	36	52	5	10	15
gene_1313	0	0	0	46	29	12	5	31	32	9	9	12
gene_1314	0	0	0	9	5	6	0	12	15	6	5	2
gene_1315	0	0	0	40	22	16	2	38	40	8	21	32
gene_1316	0	0	0	21	21	14	0	27	26	5	10	13
gene_1317	0	0	0	46	20	13	6	36	49	13	19	29
gene_1318	0	0	0	11	3	3	0	4	10	1	1	1
gene_1319	0	0	0	142	101	46	7	92	114	17	50	59
gene_132	0	0	0	8	0	5	2	10	5	5	2	1
gene_1320	0	0	0	4	1	2	1	1	9	0	3	0
gene_1321	0	0	0	0	1	0	0	0	2	0	2	0
gene_1322	0	0	0	64	36	18	11	104	111	20	45	48
gene_1323	0	0	0	189	92	51	13	148	189	31	75	94
gene_1324	0	0	0	13	3	5	3	11	7	3	9	8
gene_1325	0	0	0	68	49	32	6	52	59	11	14	25
gene_1326	0	0	0	43	13	11	4	35	53	6	19	19
gene_1327	0	0	0	17	11	9	2	17	23	9	14	11
gene_1328	0	0	0	8	4	1	0	7	3	1	1	1
gene_1329	0	0	0	12	2	1	3	16	16	3	4	11
gene_133	0	0	0	47	56	20	2	23	31	2	7	10
gene_1330	0	0	0	28	9	1	0	18	27	2	12	9
gene_1331	0	0	0	3	1	0	0	3	1	0	1	1
gene_1332	0	0	0	8	5	3	4	10	8	0	2	2
gene_1333	0	0	0	1	0	0	0	0	0	0	0	0
gene_1334	0	0	0	15	15	12	2	10	25	6	14	8
gene_1335	0	0	0	89	48	44	16	117	117	30	58	87
gene_1336	0	0	0	0	1	0	0	0	0	0	0	2
gene_1337	0	0	0	7	6	2	0	3	9	2	2	4
gene_1338	0	0	0	7	1	1	4	6	10	2	4	10
gene_1339	0	0	0	24	13	8	3	23	20	4	9	9
gene_134	0	0	0	28	7	8	1	16	24	2	5	9
gene_1340	0	0	0	41	32	17	6	40	38	8	15	17
gene_1341	0	0	0	18	11	9	2	13	8	4	6	10
gene_1342	0	0	0	10	2	0	0	11	9	2	4	2
gene_1343	0	0	0	9	1	0	1	16	9	5	5	11
gene_1344	0	0	0	3	3	1	0	3	7	2	1	0
gene_1345	0	0	0	1	0	0	1	1	7	0	1	1
gene_1346	0	0	0	20	7	5	2	9	21	5	4	5
gene_1347	0	0	0	2	0	0	0	2	3	0	1	3
gene_1348	0	0	0	60	24	19	8	39	38	14	13	25
gene_1349	0	0	0	20	12	6	3	18	27	1	5	5
gene_135	0	0	0	15	7	4	0	9	13	2	1	5
gene_1350	0	0	0	8	6	3	2	11	10	0	5	8
gene_1351	0	0	0	3	1	1	2	3	3	0	1	0
gene_1352	0	0	0	75	15	19	22	102	123	15	36	67
gene_1353	0	0	0	15	12	3	1	5	10	1	4	1
gene_1354	0	0	0	2	0	3	1	8	7	3	3	1
gene_1355	0	0	0	0	0	0	0	0	0	0	0	0
gene_1356	0	0	0	13	0	4	11	34	15	12	15	18
gene_1357	0	0	0	16	4	7	18	123	90	15	27	62
gene_1358	0	0	0	4	2	1	0	3	5	1	1	3
gene_1359	0	0	0	2	1	0	0	2	2	0	1	2
gene_136	0	0	0	38	11	13	6	30	33	3	10	12
gene_1360	0	0	0	47	22	15	2	27	52	14	9	19
gene_1361	0	0	0	36	31	13	2	23	21	5	11	4
gene_1362	0	0	0	27	6	9	2	12	20	0	4	7
gene_1363	0	0	0	30	12	10	6	29	44	9	7	21
gene_1364	0	0	0	0	0	1	0	0	0	0	0	0
gene_1365	0	0	0	0	0	0	0	0	0	0	0	0
gene_1366	0	0	0	14	4	5	0	8	4	0	5	4
gene_1367	0	0	0	149	72	73	25	144	152	41	77	99
gene_1368	0	0	0	213	128	90	16	131	128	29	54	108
gene_1369	0	0	0	28	12	19	0	10	7	3	3	3
gene_137	0	0	0	265	132	63	27	185	215	46	74	130
gene_1370	0	0	0	7	6	2	0	16	3	4	7	7
gene_1371	0	0	0	0	0	0	0	0	0	0	0	0
gene_1372	0	0	0	0	0	0	0	0	0	0	0	0
gene_1373	0	0	0	50	25	18	7	52	42	7	9	26
gene_1374	0	0	0	1	2	0	0	2	4	0	0	3
gene_1375	0	0	0	1	0	4	0	4	4	0	2	0
gene_1376	0	0	0	235	162	102	11	170	171	53	67	96
gene_1377	0	0	0	0	2	0	0	0	0	0	0	0
gene_1378	0	0	0	22	11	9	4	24	33	2	10	12
gene_1379	0	0	0	58	30	25	13	87	83	20	31	41
gene_138	0	0	0	154	76	95	14	169	157	12	29	100
gene_1380	0	0	0	218	139	71	18	145	173	18	71	85
gene_1381	0	0	0	14	7	7	2	20	15	3	11	9
gene_1382	0	0	0	112	80	38	6	31	44	8	22	32
gene_1383	0	0	0	11	4	0	1	12	11	1	0	4
gene_1384	0	0	0	28	15	6	2	19	17	5	8	14
gene_1385	0	0	0	440	215	124	52	426	483	53	197	205
gene_1386	0	0	0	3	2	0	0	5	9	0	3	0
gene_1387	0	0	0	5	0	0	2	17	9	1	1	5
gene_1388	0	0	0	133	63	44	15	116	123	33	48	70
gene_1389	0	0	0	43	12	15	3	28	27	14	13	22
gene_139	0	0	0	51	27	23	8	34	48	6	17	13
gene_1390	0	0	0	44	21	17	5	16	45	13	10	22
gene_1391	0	0	0	5	1	2	0	3	1	1	5	1
gene_1392	0	0	0	38	35	22	8	54	64	17	16	24
gene_1393	0	0	0	232	242	115	6	102	58	45	71	97
gene_1394	0	0	0	9	2	2	1	6	1	1	2	2
gene_1395	0	0	0	45	13	10	4	31	38	4	13	18
gene_1396	0	0	0	23	20	14	4	19	23	6	13	15
gene_1397	0	0	0	122	19	13	11	70	89	14	21	51
gene_1398	0	0	0	16	1	3	5	13	17	3	0	2
gene_1399	0	0	0	56	39	28	8	43	49	11	22	27
gene_14	0	0	0	4	4	2	0	6	8	2	1	5
gene_140	0	0	0	10	3	0	0	6	3	0	0	5
gene_1400	0	0	0	1	0	0	0	1	1	0	0	0
gene_1401	0	0	0	27	11	5	4	30	48	2	13	16
gene_1402	0	0	0	16	3	6	0	14	21	4	4	5
gene_1403	0	0	0	22	10	5	3	7	12	1	2	2
gene_1404	0	0	0	7	4	6	1	8	11	0	7	5
gene_1405	0	0	0	2	1	1	3	9	8	0	1	6
gene_1406	0	0	0	3	1	3	0	4	3	1	1	1
gene_1407	0	0	0	12	8	5	0	13	13	4	7	5
gene_1408	0	0	0	5	2	0	0	13	6	0	4	3
gene_1409	0	0	0	0	0	0	0	0	4	0	0	1
gene_141	0	0	0	0	0	0	0	0	0	0	0	0
gene_1410	0	0	0	14	5	9	0	23	16	1	12	13
gene_1411	0	0	0	16	7	0	2	15	24	1	7	4
gene_1412	0	0	0	8	7	6	5	16	15	4	5	9
gene_1413	0	0	0	3	0	0	0	2	1	0	1	0
gene_1414	0	0	0	10	2	3	2	5	7	0	1	1
gene_1415	0	0	0	45	33	11	3	25	30	11	9	14
gene_1416	0	0	0	15	15	16	5	22	19	3	8	9
gene_1417	0	0	0	4	1	0	0	4	4	0	0	2
gene_1418	0	0	0	0	1	0	0	0	2	0	0	0
gene_1419	0	0	0	53	27	23	5	43	64	7	16	32
gene_142	0	0	0	84	18	26	2	69	55	9	29	33
gene_1420	0	0	0	13	5	4	1	12	16	0	4	5
gene_1421	0	0	0	0	1	0	1	3	0	0	2	1
gene_1422	0	0	0	33	17	6	4	12	10	9	5	2
gene_1423	0	0	0	24	11	3	3	23	35	5	10	16
gene_1424	0	0	0	12	16	6	0	2	0	1	1	4
gene_1425	0	0	0	21	8	10	0	10	13	10	9	10
gene_1426	0	0	0	15	2	5	3	11	8	0	2	14
gene_1427	0	0	0	22	6	2	2	14	19	0	10	12
gene_1428	0	0	0	19	11	5	2	14	15	2	3	6
gene_1429	0	0	0	44	21	11	11	40	38	8	17	26
gene_143	0	0	0	33	6	18	2	20	21	7	7	5
gene_1430	0	0	0	25	18	15	3	28	36	7	11	13
gene_1431	0	0	0	22	15	4	1	19	8	6	13	9
gene_1432	0	0	0	0	1	0	0	0	1	0	0	2
gene_1433	0	0	0	20	6	2	1	20	32	8	11	14
gene_1434	0	0	0	23	5	16	4	19	24	6	16	13
gene_1435	0	0	0	135	57	41	7	63	86	19	35	55
gene_1436	0	0	0	93	43	26	12	46	81	11	31	59
gene_1437	0	0	0	72	32	36	1	45	49	16	18	36
gene_1438	0	0	0	11	1	1	0	7	2	3	6	2
gene_1439	0	0	0	41	9	14	4	15	25	4	10	19
gene_144	0	0	0	7	0	1	0	1	0	6	1	0
gene_1440	0	0	0	29	11	13	3	20	25	2	16	14
gene_1441	0	0	0	9	7	3	0	7	4	1	5	6
gene_1442	0	0	0	68	17	16	11	35	39	4	36	20
gene_1443	0	0	0	21	12	12	3	18	19	2	2	3
gene_1444	0	0	0	21	6	6	3	9	19	8	7	14
gene_1445	0	0	0	20	15	11	4	22	20	4	7	14
gene_1446	0	0	0	119	28	40	15	118	119	19	26	82
gene_1447	0	0	0	37	8	10	10	38	34	8	19	24
gene_1448	0	0	0	28	22	17	4	29	41	6	19	20
gene_1449	0	0	0	7	8	1	3	9	9	2	3	5
gene_145	0	0	0	0	0	0	0	0	0	0	0	0
gene_1450	0	0	0	10	6	1	1	11	21	2	3	3
gene_1451	0	0	0	22	10	6	3	32	21	4	11	20
gene_1452	0	0	0	11	6	8	3	9	16	2	4	6
gene_1453	0	0	0	11	0	2	1	7	12	0	5	1
gene_1454	0	0	0	28	16	8	3	21	12	3	6	3
gene_1455	0	0	0	18	7	9	3	16	20	0	3	6
gene_1456	0	0	0	84	36	24	8	46	49	12	22	21
gene_1457	0	0	0	64	58	24	13	75	78	16	40	31
gene_1458	0	0	0	1	1	0	0	0	0	0	0	0
gene_1459	0	0	0	405	131	103	54	258	352	43	106	103
gene_146	0	0	0	0	0	0	0	0	0	0	0	0
gene_1460	0	0	0	106	74	30	13	81	79	19	36	47
gene_1461	0	0	0	33	24	15	3	15	19	1	9	4
gene_1462	0	0	0	198	113	58	13	170	170	23	45	88
gene_1463	0	0	0	8	3	0	1	6	6	0	1	2
gene_1464	0	0	0	71	53	22	5	30	53	13	18	26
gene_1465	0	0	0	38	23	15	3	24	46	16	12	12
gene_1466	0	0	0	16	12	8	0	6	0	2	1	3
gene_1467	0	0	0	43	16	11	2	25	15	8	4	12
gene_1468	0	0	0	47	39	33	5	56	71	14	16	35
gene_1469	0	0	0	3	3	2	0	5	5	1	0	3
gene_147	0	0	0	29	12	9	3	21	46	3	7	17
gene_1470	0	0	0	57	15	10	7	48	85	12	13	21
gene_1471	0	0	0	205	56	46	14	151	194	39	86	86
gene_1472	0	0	0	0	0	1	0	2	0	0	0	0
gene_1473	0	0	0	56	27	16	6	23	41	2	17	29
gene_1474	0	0	0	20	19	16	1	17	8	1	9	11
gene_1475	0	0	0	25	17	8	1	16	10	0	3	7
gene_1476	0	0	0	10	3	6	0	3	5	0	4	5
gene_1477	0	0	0	120	62	40	6	72	91	16	19	41
gene_1478	0	0	0	50	15	13	3	31	28	10	13	17
gene_1479	0	0	0	17	4	6	2	8	23	6	1	6
gene_148	0	0	0	25	8	10	1	17	18	4	5	9
gene_1480	0	0	0	68	33	23	0	31	38	7	15	10
gene_1481	0	0	0	80	14	33	1	28	59	6	4	27
gene_1482	0	0	0	1	0	0	2	0	0	0	1	0
gene_1483	0	0	0	34	36	15	3	21	17	4	11	18
gene_1484	0	0	0	10	3	0	7	17	14	3	10	16
gene_1485	0	0	0	1	1	0	1	5	13	1	1	7
gene_1486	0	0	0	19	12	19	1	57	51	7	15	22
gene_1487	0	0	0	21	17	14	4	27	22	4	7	22
gene_1488	0	0	0	21	7	17	1	27	38	5	11	13
gene_1489	0	0	0	19	4	8	1	10	11	3	3	4
gene_149	0	0	0	108	56	32	15	91	118	24	32	75
gene_1490	0	0	0	0	3	0	0	1	4	0	0	2
gene_1491	0	0	0	73	48	29	12	58	62	13	25	53
gene_1492	0	0	0	10	9	2	0	5	6	2	1	4
gene_1493	0	0	0	0	0	0	0	0	0	0	0	0
gene_1494	0	0	0	52	33	20	5	67	79	25	24	52
gene_1495	0	0	0	28	16	5	0	11	31	2	4	16
gene_1496	0	0	0	29	17	11	6	21	25	4	6	21
gene_1497	0	0	0	17	4	2	0	9	13	1	9	6
gene_1498	0	0	0	23	12	7	2	27	35	0	6	17
gene_1499	0	0	0	0	2	1	0	0	2	0	0	0
gene_15	0	0	0	22	13	10	0	13	14	1	0	7
gene_150	0	0	0	31	20	14	5	45	32	10	11	45
gene_1500	0	0	0	15	12	7	1	27	26	4	5	5
gene_1501	0	0	0	33	16	9	7	42	36	3	15	18
gene_1502	0	0	0	55	24	17	2	18	35	4	13	15
gene_1503	0	0	0	21	18	12	7	34	25	4	10	17
gene_1504	0	0	0	7	6	6	1	5	6	3	0	4
gene_1505	0	0	0	5	1	1	3	6	8	1	4	3
gene_1506	0	0	0	0	0	0	0	0	0	0	0	0
gene_1507	0	0	0	0	0	0	0	0	0	0	0	0
gene_1508	0	0	0	9	2	0	0	4	3	0	1	3
gene_1509	0	0	0	406	192	105	36	265	368	60	115	125
gene_151	0	0	0	0	0	0	0	0	0	0	0	0
gene_1510	0	0	0	6	4	4	2	11	9	4	8	17
gene_1511	0	0	0	15	0	3	3	1	4	1	0	2
gene_1512	0	0	0	12	8	6	2	25	16	3	10	10
gene_1513	0	0	0	2	0	1	0	0	0	0	0	0
gene_1514	0	0	0	85	34	20	4	58	53	15	18	30
gene_1515	0	0	0	19	29	8	4	33	11	8	11	12
gene_1516	0	0	0	0	0	0	0	0	0	0	0	0
gene_1517	0	0	0	42	7	15	10	38	36	55	25	99
gene_1518	0	0	0	0	0	0	0	0	0	0	0	0
gene_1519	0	0	0	10	7	11	2	16	33	2	9	5
gene_152	0	0	0	7	2	7	0	13	14	0	1	4
gene_1520	0	0	0	5	2	1	1	2	1	0	1	1
gene_1521	0	0	0	49	39	18	5	50	42	4	6	20
gene_1522	0	0	0	197	95	56	23	157	206	32	51	86
gene_1523	0	0	0	0	1	0	0	0	0	0	1	0
gene_1524	0	0	0	2	0	0	0	2	0	2	0	1
gene_1525	0	0	0	149	83	47	12	80	89	15	39	40
gene_1526	0	0	0	35	22	21	4	29	32	6	7	13
gene_1527	0	0	0	41	63	20	4	72	43	14	30	17
gene_1528	0	0	0	5	5	5	2	8	8	3	1	7
gene_1529	0	0	0	1	0	0	0	0	0	0	1	0
gene_153	0	0	0	58	35	14	3	58	61	10	33	22
gene_1530	0	0	0	0	0	0	0	0	0	0	0	0
gene_1531	0	0	0	0	0	0	0	0	0	0	0	0
gene_1532	0	0	0	13	4	12	1	11	9	1	6	7
gene_1533	0	0	0	5	8	1	1	4	6	0	3	4
gene_1534	0	0	0	0	0	0	0	0	0	0	1	0
gene_1535	0	0	0	227	124	67	26	169	229	26	89	83
gene_1536	0	0	0	9	1	1	0	2	2	0	0	1
gene_1537	0	0	0	34	37	15	8	24	44	14	13	14
gene_1538	0	0	0	140	92	52	12	89	119	9	54	41
gene_1539	1	0	0	144	43	44	17	112	105	34	37	32
gene_154	0	0	0	15	5	2	0	14	19	4	1	7
gene_1540	0	0	0	27	11	13	7	21	30	4	9	17
gene_1541	0	0	0	10	8	5	0	9	14	1	1	2
gene_1542	0	0	0	29	16	2	2	17	19	5	2	9
gene_1543	0	0	0	39	29	13	9	55	58	16	28	30
gene_1544	0	0	0	2	2	0	0	8	2	1	2	1
gene_1545	0	0	0	13	3	5	3	10	11	1	7	7
gene_1546	0	0	0	14	3	1	1	5	15	0	3	1
gene_1547	0	0	0	134	140	60	12	100	90	22	35	55
gene_1548	0	0	0	0	0	0	0	0	0	0	0	0
gene_1549	0	0	0	43	22	11	6	20	32	11	10	18
gene_155	0	0	0	6	0	0	0	1	4	0	1	2
gene_1550	0	0	0	31	7	7	3	10	16	2	11	9
gene_1551	0	0	0	48	23	12	2	26	26	7	14	17
gene_1552	0	0	0	64	43	29	6	46	41	10	11	20
gene_1553	0	0	0	0	0	0	0	0	0	0	0	0
gene_1554	0	0	0	9	6	1	0	2	1	0	1	5
gene_1555	0	0	0	26	9	10	3	19	25	4	7	14
gene_1556	0	0	0	17	11	2	7	12	12	3	5	4
gene_1557	0	0	0	55	34	20	7	56	87	10	34	48
gene_1558	0	0	0	34	18	11	5	22	23	8	7	11
gene_1559	0	0	0	1	0	0	2	3	5	0	0	3
gene_156	0	0	0	1	3	2	0	2	2	1	2	0
gene_1560	0	0	0	13	7	7	3	7	4	1	8	2
gene_1561	0	0	0	24	17	7	3	18	12	6	4	15
gene_1562	0	0	0	155	73	41	9	71	105	10	37	45
gene_1563	0	0	0	20	7	5	1	22	20	4	8	6
gene_1564	0	0	0	14	9	3	2	15	12	1	7	8
gene_1565	0	0	0	15	14	3	2	8	14	2	1	5
gene_1566	0	0	0	135	67	49	9	130	130	24	60	45
gene_1567	0	0	0	45	21	17	4	28	30	13	17	32
gene_1568	0	0	0	0	0	0	0	0	0	0	0	0
gene_1569	0	0	0	11	8	9	1	18	8	2	5	7
gene_157	0	0	0	0	0	0	0	0	0	0	0	0
gene_1570	0	0	0	88	28	24	10	124	71	20	36	43
gene_1571	0	0	0	30	19	13	3	20	32	9	19	16
gene_1572	0	0	0	0	0	0	0	0	0	0	0	0
gene_1573	0	0	0	0	0	0	0	0	0	0	0	0
gene_1574	0	0	0	24	19	15	1	17	18	2	2	8
gene_1575	0	0	0	8	8	14	2	5	5	7	2	6
gene_1576	0	0	0	75	48	18	9	86	111	21	46	56
gene_1577	0	0	0	2	0	1	1	0	1	0	0	0
gene_1578	0	0	0	2	2	2	0	2	0	1	2	0
gene_1579	0	0	0	6	0	1	2	2	5	0	0	0
gene_158	0	0	0	6	1	0	0	2	1	0	0	0
gene_1580	0	0	0	3	0	0	0	0	4	0	0	0
gene_1581	0	0	0	12	0	2	1	11	24	4	8	9
gene_1582	0	0	0	902	329	214	70	502	1175	49	174	178
gene_1583	0	0	0	17	7	6	0	16	26	4	18	11
gene_1584	0	0	0	75	34	12	6	52	70	9	11	29
gene_1585	0	0	0	1	2	2	0	0	2	1	0	4
gene_1586	0	0	0	179	95	57	18	102	110	44	49	80
gene_1587	0	0	0	7	1	0	0	3	9	4	4	10
gene_1588	0	0	0	41	17	7	5	24	24	4	17	18
gene_1589	0	0	0	1	0	0	0	0	1	1	1	3
gene_159	0	0	0	8	3	0	2	21	10	2	7	5
gene_1590	0	0	0	2	1	2	1	4	4	0	5	2
gene_1591	0	0	0	22	7	9	4	11	16	1	6	9
gene_1592	0	0	0	15	18	8	0	14	15	0	8	10
gene_1593	0	0	0	0	0	0	0	0	0	0	0	0
gene_1594	0	0	0	60	39	29	6	49	70	9	25	38
gene_1595	0	0	0	2	0	1	0	1	3	0	0	0
gene_1596	0	0	0	6	0	1	2	10	14	2	4	4
gene_1597	0	0	0	0	0	0	0	0	0	0	0	0
gene_1598	0	0	0	12	11	4	3	22	22	4	4	7
gene_1599	0	0	0	672	26	245	11	72	46	26	31	268
gene_16	0	0	0	20	19	14	4	17	17	4	3	3
gene_160	0	0	0	12	5	3	1	3	4	1	2	7
gene_1600	0	0	0	51	22	30	2	14	26	5	6	11
gene_1601	0	0	0	19	6	3	1	20	15	5	5	7
gene_1602	0	0	0	5	11	6	10	24	35	12	4	11
gene_1603	0	0	0	73	22	16	14	47	52	12	31	33
gene_1604	0	0	0	0	0	0	0	1	2	0	1	1
gene_1605	0	0	0	169	63	61	18	168	146	44	59	103
gene_1606	0	0	0	7	4	0	1	16	10	1	5	0
gene_1607	0	0	0	2	1	1	0	1	0	0	1	0
gene_1608	0	0	0	225	41	78	29	161	169	66	81	146
gene_1609	0	0	0	0	0	0	0	0	0	0	0	0
gene_161	0	0	0	0	0	0	0	1	0	0	0	1
gene_1610	0	0	0	0	0	0	0	0	0	0	0	0
gene_1611	0	0	0	7	5	1	0	2	5	2	0	3
gene_1612	0	0	0	9	6	6	0	9	7	0	2	2
gene_1613	0	0	0	4	2	0	0	1	4	0	2	2
gene_1614	0	0	0	29	10	9	5	27	34	7	11	11
gene_1615	0	0	0	0	0	0	0	0	0	0	0	0
gene_1616	0	0	0	211	101	58	16	197	191	25	72	104
gene_1617	0	0	0	50	18	28	16	122	92	18	39	57
gene_1618	0	0	0	0	1	0	1	2	0	0	0	0
gene_1619	0	0	0	23	16	5	5	33	26	5	12	26
gene_162	0	0	0	2	3	2	0	0	1	0	2	1
gene_1620	0	0	0	11	3	5	3	26	16	4	4	9
gene_1621	0	0	0	11	3	2	1	18	38	2	5	12
gene_1622	0	0	0	3	1	1	0	19	20	1	4	8
gene_1623	0	0	0	6	3	3	0	4	5	0	0	0
